seed,trials,horizon,alpha,anytime_false_approvals,anytime_false_approval_rate,repeated_fixed_false_approvals,repeated_fixed_false_approval_rate,scope
20260731,5000,1000,0.05,0,0.000000,576,0.115200,"diagnostic Monte Carlo under IID mean-zero Rademacher differences; theorem, not simulation, provides the guarantee"
