distribution,n,budget,eta,solver,objective,average_cost,max_cost,time_ms,quality_gap_vs_exact
zipf,20,3,0.15,balanced,5.000000,5.000000,5.000000,0.009458,1.082856
zipf,20,3,0.15,weighted,4.255336,3.947455,6.000000,0.015333,0.338192
zipf,20,3,0.30,exact,4.108236,3.726052,5.000000,4.364416,0.000000
zipf,20,3,0.30,beam,4.108236,3.726052,5.000000,6.572625,0.000000
zipf,20,3,0.30,greedy,4.189306,3.841865,5.000000,0.254042,0.081069
zipf,20,3,0.30,balanced,5.000000,5.000000,5.000000,0.009750,0.891764
zipf,20,3,0.30,weighted,4.563218,3.947455,6.000000,0.015375,0.454982
zipf,20,4,0.00,exact,3.724531,3.724531,6.000000,10.111208,0.000000
zipf,20,4,0.00,beam,3.724531,3.724531,6.000000,10.188292,0.000000
zipf,20,4,0.00,greedy,3.841865,3.841865,5.000000,0.255667,0.117334
zipf,20,4,0.00,balanced,4.971473,4.971473,5.000000,0.010875,1.246942
zipf,20,4,0.00,weighted,3.947455,3.947455,6.000000,0.015500,0.222923
zipf,20,4,0.15,exact,3.917144,3.726052,5.000000,9.936916,0.000000
zipf,20,4,0.15,beam,3.917144,3.726052,5.000000,10.211250,0.000000
zipf,20,4,0.15,greedy,4.015586,3.841865,5.000000,0.255416,0.098441
zipf,20,4,0.15,balanced,4.975752,4.971473,5.000000,0.011417,1.058608
zipf,20,4,0.15,weighted,4.255336,3.947455,6.000000,0.016167,0.338192
zipf,20,4,0.30,exact,4.108236,3.726052,5.000000,10.154541,0.000000
zipf,20,4,0.30,beam,4.108236,3.726052,5.000000,10.328000,0.000000
zipf,20,4,0.30,greedy,4.189306,3.841865,5.000000,0.256542,0.081069
zipf,20,4,0.30,balanced,4.980031,4.971473,5.000000,0.011500,0.871795
zipf,20,4,0.30,weighted,4.563218,3.947455,6.000000,0.015875,0.454982
hot_middle,8,2,0.00,exact,2.730769,2.730769,4.000000,0.190084,0.000000
hot_middle,8,2,0.00,beam,2.730769,2.730769,4.000000,0.402750,0.000000
hot_middle,8,2,0.00,greedy,3.000000,3.000000,3.000000,0.038167,0.269231
hot_middle,8,2,0.00,balanced,3.000000,3.000000,3.000000,0.006459,0.269231
hot_middle,8,2,0.00,weighted,2.730769,2.730769,4.000000,0.009125,0.000000
hot_middle,8,2,0.15,exact,2.921154,2.730769,4.000000,0.190041,0.000000
hot_middle,8,2,0.15,beam,2.921154,2.730769,4.000000,0.404042,0.000000
hot_middle,8,2,0.15,greedy,3.000000,3.000000,3.000000,0.038625,0.078846
hot_middle,8,2,0.15,balanced,3.000000,3.000000,3.000000,0.006584,0.078846
hot_middle,8,2,0.15,weighted,2.921154,2.730769,4.000000,0.009292,0.000000
hot_middle,8,2,0.30,exact,3.000000,3.000000,3.000000,0.186959,0.000000
hot_middle,8,2,0.30,beam,3.000000,3.000000,3.000000,0.402458,0.000000
hot_middle,8,2,0.30,greedy,3.000000,3.000000,3.000000,0.038500,0.000000
hot_middle,8,2,0.30,balanced,3.000000,3.000000,3.000000,0.006584,0.000000
hot_middle,8,2,0.30,weighted,3.111538,2.730769,4.000000,0.009375,0.111538
hot_middle,8,3,0.00,exact,2.461538,2.461538,4.000000,0.481083,0.000000
hot_middle,8,3,0.00,beam,2.461538,2.461538,4.000000,1.250792,0.000000
hot_middle,8,3,0.00,greedy,3.000000,3.000000,3.000000,0.038792,0.538462
hot_middle,8,3,0.00,balanced,3.000000,3.000000,3.000000,0.008750,0.538462
hot_middle,8,3,0.00,weighted,2.461538,2.461538,4.000000,0.011917,0.000000
hot_middle,8,3,0.15,exact,2.692308,2.461538,4.000000,0.488666,0.000000
hot_middle,8,3,0.15,beam,2.692308,2.461538,4.000000,1.252375,0.000000
hot_middle,8,3,0.15,greedy,3.000000,3.000000,3.000000,0.038458,0.307692
hot_middle,8,3,0.15,balanced,3.000000,3.000000,3.000000,0.008917,0.307692
hot_middle,8,3,0.15,weighted,2.692308,2.461538,4.000000,0.012083,0.000000
hot_middle,8,3,0.30,exact,2.923077,2.461538,4.000000,0.490625,0.000000
hot_middle,8,3,0.30,beam,2.923077,2.461538,4.000000,1.256042,0.000000
hot_middle,8,3,0.30,greedy,3.000000,3.000000,3.000000,0.037750,0.076923
hot_middle,8,3,0.30,balanced,3.000000,3.000000,3.000000,0.008416,0.076923
hot_middle,8,3,0.30,weighted,2.923077,2.461538,4.000000,0.011792,0.000000
hot_middle,8,4,0.00,exact,2.423077,2.423077,4.000000,0.938625,0.000000
hot_middle,8,4,0.00,beam,2.423077,2.423077,4.000000,2.069583,0.000000
hot_middle,8,4,0.00,greedy,3.000000,3.000000,3.000000,0.038416,0.576923
hot_middle,8,4,0.00,balanced,3.000000,3.000000,3.000000,0.009958,0.576923
hot_middle,8,4,0.00,weighted,2.461538,2.461538,4.000000,0.012291,0.038462
hot_middle,8,4,0.15,exact,2.659615,2.423077,4.000000,0.934292,0.000000
hot_middle,8,4,0.15,beam,2.659615,2.423077,4.000000,2.069000,0.000000
hot_middle,8,4,0.15,greedy,3.000000,3.000000,3.000000,0.038708,0.340385
hot_middle,8,4,0.15,balanced,3.000000,3.000000,3.000000,0.009875,0.340385
hot_middle,8,4,0.15,weighted,2.692308,2.461538,4.000000,0.012500,0.032692
hot_middle,8,4,0.30,exact,2.896154,2.423077,4.000000,0.934542,0.000000
hot_middle,8,4,0.30,beam,2.896154,2.423077,4.000000,2.069708,0.000000
hot_middle,8,4,0.30,greedy,3.000000,3.000000,3.000000,0.038334,0.103846
hot_middle,8,4,0.30,balanced,3.000000,3.000000,3.000000,0.010167,0.103846
hot_middle,8,4,0.30,weighted,2.923077,2.461538,4.000000,0.012125,0.026923
hot_middle,12,2,0.00,exact,3.583333,3.583333,4.000000,0.406292,0.000000
hot_middle,12,2,0.00,beam,3.583333,3.583333,4.000000,1.021791,0.000000
hot_middle,12,2,0.00,greedy,3.916667,3.916667,4.000000,0.134334,0.333333
hot_middle,12,2,0.00,balanced,4.000000,4.000000,4.000000,0.007083,0.416667
hot_middle,12,2,0.00,weighted,3.875000,3.875000,5.000000,0.010583,0.291667
hot_middle,12,2,0.15,exact,3.645833,3.583333,4.000000,0.403625,0.000000
hot_middle,12,2,0.15,beam,3.645833,3.583333,4.000000,1.018666,0.000000
hot_middle,12,2,0.15,greedy,3.929167,3.916667,4.000000,0.133959,0.283333
hot_middle,12,2,0.15,balanced,4.000000,4.000000,4.000000,0.006875,0.354167
hot_middle,12,2,0.15,weighted,4.043750,3.875000,5.000000,0.010291,0.397917
hot_middle,12,2,0.30,exact,3.708333,3.583333,4.000000,0.403167,0.000000
hot_middle,12,2,0.30,beam,3.708333,3.583333,4.000000,1.021417,0.000000
hot_middle,12,2,0.30,greedy,3.941667,3.916667,4.000000,0.133875,0.233333
hot_middle,12,2,0.30,balanced,4.000000,4.000000,4.000000,0.006833,0.291667
hot_middle,12,2,0.30,weighted,4.212500,3.875000,5.000000,0.010250,0.504167
hot_middle,12,3,0.00,exact,3.166667,3.166667,4.000000,1.241791,0.000000
hot_middle,12,3,0.00,beam,3.166667,3.166667,4.000000,2.827333,0.000000
hot_middle,12,3,0.00,greedy,3.916667,3.916667,4.000000,0.133667,0.750000
hot_middle,12,3,0.00,balanced,4.000000,4.000000,4.000000,0.009000,0.833333
hot_middle,12,3,0.00,weighted,3.750000,3.750000,5.000000,0.013000,0.583333
hot_middle,12,3,0.15,exact,3.291667,3.166667,4.000000,1.241750,0.000000
hot_middle,12,3,0.15,beam,3.291667,3.166667,4.000000,2.873459,0.000000
hot_middle,12,3,0.15,greedy,3.929167,3.916667,4.000000,0.133291,0.637500
hot_middle,12,3,0.15,balanced,4.000000,4.000000,4.000000,0.008750,0.708333
hot_middle,12,3,0.15,weighted,3.937500,3.750000,5.000000,0.012917,0.645833
hot_middle,12,3,0.30,exact,3.416667,3.166667,4.000000,1.224167,0.000000
hot_middle,12,3,0.30,beam,3.416667,3.166667,4.000000,2.850458,0.000000
hot_middle,12,3,0.30,greedy,3.941667,3.916667,4.000000,0.133333,0.525000
hot_middle,12,3,0.30,balanced,4.000000,4.000000,4.000000,0.008709,0.583333
hot_middle,12,3,0.30,weighted,4.125000,3.750000,5.000000,0.013041,0.708333
hot_middle,12,4,0.00,exact,3.041667,3.041667,5.000000,2.572875,0.000000
hot_middle,12,4,0.00,beam,3.041667,3.041667,5.000000,4.555834,0.000000
hot_middle,12,4,0.00,greedy,3.916667,3.916667,4.000000,0.135208,0.875000
hot_middle,12,4,0.00,balanced,3.979167,3.979167,4.000000,0.010583,0.937500
hot_middle,12,4,0.00,weighted,3.333333,3.333333,5.000000,0.015875,0.291667
hot_middle,12,4,0.15,exact,3.291667,3.166667,4.000000,2.602583,0.000000
hot_middle,12,4,0.15,beam,3.291667,3.166667,4.000000,4.555667,0.000000
hot_middle,12,4,0.15,greedy,3.929167,3.916667,4.000000,0.135958,0.637500
hot_middle,12,4,0.15,balanced,3.982292,3.979167,4.000000,0.010667,0.690625
hot_middle,12,4,0.15,weighted,3.583333,3.333333,5.000000,0.015833,0.291667
hot_middle,12,4,0.30,exact,3.416667,3.166667,4.000000,2.601625,0.000000
hot_middle,12,4,0.30,beam,3.416667,3.166667,4.000000,4.512125,0.000000
hot_middle,12,4,0.30,greedy,3.941667,3.916667,4.000000,0.134667,0.525000
hot_middle,12,4,0.30,balanced,3.985417,3.979167,4.000000,0.010625,0.568750
hot_middle,12,4,0.30,weighted,3.833333,3.333333,5.000000,0.015708,0.416667
hot_middle,16,2,0.00,exact,3.730769,3.730769,5.000000,0.695875,0.000000
hot_middle,16,2,0.00,beam,3.730769,3.730769,5.000000,2.229208,0.000000
hot_middle,16,2,0.00,greedy,4.000000,4.000000,4.000000,0.087541,0.269231
hot_middle,16,2,0.00,balanced,4.000000,4.000000,4.000000,0.007375,0.269231
hot_middle,16,2,0.00,weighted,3.923077,3.923077,5.000000,0.011458,0.192308
hot_middle,16,2,0.15,exact,3.921154,3.730769,5.000000,0.716083,0.000000
hot_middle,16,2,0.15,beam,3.921154,3.730769,5.000000,2.230250,0.000000
hot_middle,16,2,0.15,greedy,4.000000,4.000000,4.000000,0.086584,0.078846
hot_middle,16,2,0.15,balanced,4.000000,4.000000,4.000000,0.007250,0.078846
hot_middle,16,2,0.15,weighted,4.084615,3.923077,5.000000,0.011250,0.163462
hot_middle,16,2,0.30,exact,4.000000,4.000000,4.000000,0.703459,0.000000
hot_middle,16,2,0.30,beam,4.000000,4.000000,4.000000,2.223375,0.000000
hot_middle,16,2,0.30,greedy,4.000000,4.000000,4.000000,0.087875,0.000000
hot_middle,16,2,0.30,balanced,4.000000,4.000000,4.000000,0.007083,0.000000
hot_middle,16,2,0.30,weighted,4.246154,3.923077,5.000000,0.011167,0.246154
hot_middle,16,3,0.00,exact,3.461538,3.461538,5.000000,2.557083,0.000000
hot_middle,16,3,0.00,beam,3.461538,3.461538,5.000000,4.796667,0.000000
hot_middle,16,3,0.00,greedy,4.000000,4.000000,4.000000,0.086709,0.538462
hot_middle,16,3,0.00,balanced,4.000000,4.000000,4.000000,0.008917,0.538462
hot_middle,16,3,0.00,weighted,3.846154,3.846154,5.000000,0.014209,0.384615
hot_middle,16,3,0.15,exact,3.692308,3.461538,5.000000,2.566125,0.000000
hot_middle,16,3,0.15,beam,3.692308,3.461538,5.000000,4.764125,0.000000
hot_middle,16,3,0.15,greedy,4.000000,4.000000,4.000000,0.087542,0.307692
hot_middle,16,3,0.15,balanced,4.000000,4.000000,4.000000,0.009333,0.307692
hot_middle,16,3,0.15,weighted,4.019231,3.846154,5.000000,0.014167,0.326923
hot_middle,16,3,0.30,exact,3.923077,3.461538,5.000000,2.536583,0.000000
hot_middle,16,3,0.30,beam,3.923077,3.461538,5.000000,4.781375,0.000000
hot_middle,16,3,0.30,greedy,4.000000,4.000000,4.000000,0.088042,0.076923
hot_middle,16,3,0.30,balanced,4.000000,4.000000,4.000000,0.008916,0.076923
hot_middle,16,3,0.30,weighted,4.192308,3.846154,5.000000,0.014417,0.269231
hot_middle,16,4,0.00,exact,3.384615,3.384615,6.000000,5.795750,0.000000
hot_middle,16,4,0.00,beam,3.384615,3.384615,6.000000,7.608833,0.000000
hot_middle,16,4,0.00,greedy,4.000000,4.000000,4.000000,0.086208,0.615385
hot_middle,16,4,0.00,balanced,4.000000,4.000000,4.000000,0.010750,0.615385
hot_middle,16,4,0.00,weighted,3.576923,3.576923,6.000000,0.016875,0.192308
hot_middle,16,4,0.15,exact,3.659615,3.423077,5.000000,5.758417,0.000000
hot_middle,16,4,0.15,beam,3.659615,3.423077,5.000000,7.506708,0.000000
hot_middle,16,4,0.15,greedy,4.000000,4.000000,4.000000,0.086417,0.340385
hot_middle,16,4,0.15,balanced,4.000000,4.000000,4.000000,0.010500,0.340385
hot_middle,16,4,0.15,weighted,3.940385,3.576923,6.000000,0.017125,0.280769
hot_middle,16,4,0.30,exact,3.896154,3.423077,5.000000,5.822083,0.000000
hot_middle,16,4,0.30,beam,3.896154,3.423077,5.000000,7.566041,0.000000
hot_middle,16,4,0.30,greedy,4.000000,4.000000,4.000000,0.088167,0.103846
hot_middle,16,4,0.30,balanced,4.000000,4.000000,4.000000,0.010625,0.103846
hot_middle,16,4,0.30,weighted,4.303846,3.576923,6.000000,0.017125,0.407692
hot_middle,20,2,0.00,exact,4.229730,4.229730,5.000000,1.053958,0.000000
hot_middle,20,2,0.00,beam,4.229730,4.229730,5.000000,3.046750,0.000000
hot_middle,20,2,0.00,greedy,4.229730,4.229730,5.000000,0.257041,0.000000
hot_middle,20,2,0.00,balanced,5.000000,5.000000,5.000000,0.007417,0.770270
hot_middle,20,2,0.00,weighted,4.459459,4.459459,5.000000,0.012416,0.229730
hot_middle,20,2,0.15,exact,4.345270,4.229730,5.000000,1.057667,0.000000
hot_middle,20,2,0.15,beam,4.345270,4.229730,5.000000,3.137500,0.000000
hot_middle,20,2,0.15,greedy,4.345270,4.229730,5.000000,0.255583,0.000000
hot_middle,20,2,0.15,balanced,5.000000,5.000000,5.000000,0.007375,0.654730
hot_middle,20,2,0.15,weighted,4.540541,4.459459,5.000000,0.012916,0.195270
hot_middle,20,2,0.30,exact,4.460811,4.229730,5.000000,1.057500,0.000000
hot_middle,20,2,0.30,beam,4.460811,4.229730,5.000000,3.137042,0.000000
hot_middle,20,2,0.30,greedy,4.460811,4.229730,5.000000,0.255917,0.000000
hot_middle,20,2,0.30,balanced,5.000000,5.000000,5.000000,0.007500,0.539189
hot_middle,20,2,0.30,weighted,4.621622,4.459459,5.000000,0.012417,0.160811
hot_middle,20,3,0.00,exact,3.918919,3.918919,5.000000,4.436750,0.000000
hot_middle,20,3,0.00,beam,3.918919,3.918919,5.000000,6.484584,-0.000000
hot_middle,20,3,0.00,greedy,4.054054,4.054054,5.000000,0.422416,0.135135
hot_middle,20,3,0.00,balanced,5.000000,5.000000,5.000000,0.009625,1.081081
hot_middle,20,3,0.00,weighted,3.918919,3.918919,5.000000,0.016333,-0.000000
hot_middle,20,3,0.15,exact,4.081081,3.918919,5.000000,4.410750,0.000000
hot_middle,20,3,0.15,beam,4.081081,3.918919,5.000000,6.485583,0.000000
hot_middle,20,3,0.15,greedy,4.195946,4.054054,5.000000,0.434792,0.114865
hot_middle,20,3,0.15,balanced,5.000000,5.000000,5.000000,0.009750,0.918919
hot_middle,20,3,0.15,weighted,4.081081,3.918919,5.000000,0.016125,0.000000
hot_middle,20,3,0.30,exact,4.243243,3.918919,5.000000,4.376958,0.000000
hot_middle,20,3,0.30,beam,4.243243,3.918919,5.000000,6.473375,-0.000000
hot_middle,20,3,0.30,greedy,4.337838,4.054054,5.000000,0.417041,0.094595
hot_middle,20,3,0.30,balanced,5.000000,5.000000,5.000000,0.009250,0.756757
hot_middle,20,3,0.30,weighted,4.243243,3.918919,5.000000,0.015667,-0.000000
hot_middle,20,4,0.00,exact,3.743243,3.743243,6.000000,10.508875,0.000000
hot_middle,20,4,0.00,beam,3.743243,3.743243,6.000000,10.140208,0.000000
hot_middle,20,4,0.00,greedy,3.878378,3.878378,6.000000,0.603791,0.135135
hot_middle,20,4,0.00,balanced,4.972973,4.972973,5.000000,0.010959,1.229730
hot_middle,20,4,0.00,weighted,3.918919,3.918919,5.000000,0.017917,0.175676
hot_middle,20,4,0.15,exact,4.081081,3.918919,5.000000,10.536583,0.000000
hot_middle,20,4,0.15,beam,4.081081,3.918919,5.000000,10.101708,0.000000
hot_middle,20,4,0.15,greedy,4.195946,4.054054,5.000000,0.601416,0.114865
hot_middle,20,4,0.15,balanced,4.977027,4.972973,5.000000,0.010792,0.895946
hot_middle,20,4,0.15,weighted,4.081081,3.918919,5.000000,0.018250,0.000000
hot_middle,20,4,0.30,exact,4.243243,3.918919,5.000000,10.460709,0.000000
hot_middle,20,4,0.30,beam,4.243243,3.918919,5.000000,10.163791,-0.000000
hot_middle,20,4,0.30,greedy,4.337838,4.054054,5.000000,0.604417,0.094595
hot_middle,20,4,0.30,balanced,4.981081,4.972973,5.000000,0.010958,0.737838
hot_middle,20,4,0.30,weighted,4.243243,3.918919,5.000000,0.017625,-0.000000
hot_tail,8,2,0.00,exact,2.454545,2.454545,4.000000,0.188625,0.000000
hot_tail,8,2,0.00,beam,2.454545,2.454545,4.000000,0.396375,0.000000
hot_tail,8,2,0.00,greedy,2.454545,2.454545,4.000000,0.080417,0.000000
hot_tail,8,2,0.00,balanced,3.000000,3.000000,3.000000,0.006375,0.545455
hot_tail,8,2,0.00,weighted,2.454545,2.454545,5.000000,0.009250,0.000000
hot_tail,8,2,0.15,exact,2.686364,2.454545,4.000000,0.188250,0.000000
hot_tail,8,2,0.15,beam,2.686364,2.454545,4.000000,0.394792,0.000000
hot_tail,8,2,0.15,greedy,2.686364,2.454545,4.000000,0.079708,0.000000
hot_tail,8,2,0.15,balanced,3.000000,3.000000,3.000000,0.006291,0.313636
hot_tail,8,2,0.15,weighted,2.836364,2.454545,5.000000,0.009500,0.150000
hot_tail,8,2,0.30,exact,2.918182,2.454545,4.000000,0.189292,0.000000
hot_tail,8,2,0.30,beam,2.918182,2.454545,4.000000,0.396333,0.000000
hot_tail,8,2,0.30,greedy,2.918182,2.454545,4.000000,0.079084,0.000000
hot_tail,8,2,0.30,balanced,3.000000,3.000000,3.000000,0.006500,0.081818
hot_tail,8,2,0.30,weighted,3.218182,2.454545,5.000000,0.009292,0.300000
hot_tail,8,3,0.00,exact,2.363636,2.363636,5.000000,0.475083,0.000000
hot_tail,8,3,0.00,beam,2.363636,2.363636,5.000000,1.230542,0.000000
hot_tail,8,3,0.00,greedy,2.454545,2.454545,4.000000,0.125292,0.090909
hot_tail,8,3,0.00,balanced,3.000000,3.000000,3.000000,0.008334,0.636364
hot_tail,8,3,0.00,weighted,2.454545,2.454545,5.000000,0.009375,0.090909
hot_tail,8,3,0.15,exact,2.686364,2.454545,4.000000,0.477459,0.000000
hot_tail,8,3,0.15,beam,2.686364,2.454545,4.000000,1.226583,0.000000
hot_tail,8,3,0.15,greedy,2.686364,2.454545,4.000000,0.125000,0.000000
hot_tail,8,3,0.15,balanced,3.000000,3.000000,3.000000,0.008417,0.313636
hot_tail,8,3,0.15,weighted,2.836364,2.454545,5.000000,0.009250,0.150000
hot_tail,8,3,0.30,exact,2.918182,2.454545,4.000000,0.477042,0.000000
hot_tail,8,3,0.30,beam,2.918182,2.454545,4.000000,1.225625,0.000000
hot_tail,8,3,0.30,greedy,2.918182,2.454545,4.000000,0.124416,0.000000
hot_tail,8,3,0.30,balanced,3.000000,3.000000,3.000000,0.008375,0.081818
hot_tail,8,3,0.30,weighted,3.218182,2.454545,5.000000,0.009417,0.300000
hot_tail,8,4,0.00,exact,2.363636,2.363636,5.000000,0.906000,0.000000
hot_tail,8,4,0.00,beam,2.363636,2.363636,5.000000,2.043250,0.000000
hot_tail,8,4,0.00,greedy,2.454545,2.454545,4.000000,0.125000,0.090909
hot_tail,8,4,0.00,balanced,3.000000,3.000000,3.000000,0.010041,0.636364
hot_tail,8,4,0.00,weighted,2.454545,2.454545,5.000000,0.009416,0.090909
hot_tail,8,4,0.15,exact,2.686364,2.454545,4.000000,0.900542,0.000000
hot_tail,8,4,0.15,beam,2.686364,2.454545,4.000000,2.027667,0.000000
hot_tail,8,4,0.15,greedy,2.686364,2.454545,4.000000,0.125292,0.000000
hot_tail,8,4,0.15,balanced,3.000000,3.000000,3.000000,0.010084,0.313636
hot_tail,8,4,0.15,weighted,2.836364,2.454545,5.000000,0.009416,0.150000
hot_tail,8,4,0.30,exact,2.918182,2.454545,4.000000,0.903500,0.000000
hot_tail,8,4,0.30,beam,2.918182,2.454545,4.000000,2.047625,0.000000
hot_tail,8,4,0.30,greedy,2.918182,2.454545,4.000000,0.125750,0.000000
hot_tail,8,4,0.30,balanced,3.000000,3.000000,3.000000,0.010500,0.081818
hot_tail,8,4,0.30,weighted,3.218182,2.454545,5.000000,0.009667,0.300000
hot_tail,12,2,0.00,exact,3.000000,3.000000,5.000000,0.405541,0.000000
hot_tail,12,2,0.00,beam,3.000000,3.000000,5.000000,1.030375,0.000000
hot_tail,12,2,0.00,greedy,3.242424,3.242424,4.000000,0.134500,0.242424
hot_tail,12,2,0.00,balanced,4.000000,4.000000,4.000000,0.007125,1.000000
hot_tail,12,2,0.00,weighted,3.000000,3.000000,5.000000,0.010583,0.000000
hot_tail,12,2,0.15,exact,3.300000,3.000000,5.000000,0.404292,0.000000
hot_tail,12,2,0.15,beam,3.300000,3.000000,5.000000,1.029917,0.000000
hot_tail,12,2,0.15,greedy,3.356061,3.242424,4.000000,0.135041,0.056061
hot_tail,12,2,0.15,balanced,4.000000,4.000000,4.000000,0.007041,0.700000
hot_tail,12,2,0.15,weighted,3.300000,3.000000,5.000000,0.010625,0.000000
hot_tail,12,2,0.30,exact,3.469697,3.242424,4.000000,0.402166,0.000000
hot_tail,12,2,0.30,beam,3.469697,3.242424,4.000000,1.026833,0.000000
hot_tail,12,2,0.30,greedy,3.469697,3.242424,4.000000,0.134125,0.000000
hot_tail,12,2,0.30,balanced,4.000000,4.000000,4.000000,0.006833,0.530303
hot_tail,12,2,0.30,weighted,3.600000,3.000000,5.000000,0.010334,0.130303
hot_tail,12,3,0.00,exact,2.969697,2.969697,6.000000,1.256291,0.000000
hot_tail,12,3,0.00,beam,2.969697,2.969697,6.000000,2.857417,0.000000
hot_tail,12,3,0.00,greedy,3.242424,3.242424,4.000000,0.135166,0.272727
hot_tail,12,3,0.00,balanced,4.000000,4.000000,4.000000,0.008750,1.030303
hot_tail,12,3,0.00,weighted,3.000000,3.000000,5.000000,0.012958,0.030303
hot_tail,12,3,0.15,exact,3.300000,3.000000,5.000000,1.246250,0.000000
hot_tail,12,3,0.15,beam,3.300000,3.000000,5.000000,2.873292,0.000000
hot_tail,12,3,0.15,greedy,3.356061,3.242424,4.000000,0.135333,0.056061
hot_tail,12,3,0.15,balanced,4.000000,4.000000,4.000000,0.009041,0.700000
hot_tail,12,3,0.15,weighted,3.300000,3.000000,5.000000,0.013041,0.000000
hot_tail,12,3,0.30,exact,3.469697,3.242424,4.000000,1.242041,0.000000
hot_tail,12,3,0.30,beam,3.469697,3.242424,4.000000,2.862417,0.000000
hot_tail,12,3,0.30,greedy,3.469697,3.242424,4.000000,0.134417,0.000000
hot_tail,12,3,0.30,balanced,4.000000,4.000000,4.000000,0.008750,0.530303
hot_tail,12,3,0.30,weighted,3.600000,3.000000,5.000000,0.012958,0.130303
hot_tail,12,4,0.00,exact,2.909091,2.909091,6.000000,2.591208,0.000000
hot_tail,12,4,0.00,beam,2.909091,2.909091,6.000000,4.601500,0.000000
hot_tail,12,4,0.00,greedy,3.242424,3.242424,4.000000,0.135625,0.333333
hot_tail,12,4,0.00,balanced,3.757576,3.757576,4.000000,0.010583,0.848485
hot_tail,12,4,0.00,weighted,3.000000,3.000000,5.000000,0.015417,0.090909
hot_tail,12,4,0.15,exact,3.300000,3.000000,5.000000,2.602041,0.000000
hot_tail,12,4,0.15,beam,3.300000,3.000000,5.000000,4.470042,0.000000
hot_tail,12,4,0.15,greedy,3.356061,3.242424,4.000000,0.134083,0.056061
hot_tail,12,4,0.15,balanced,3.793939,3.757576,4.000000,0.010708,0.493939
hot_tail,12,4,0.15,weighted,3.300000,3.000000,5.000000,0.015167,0.000000
hot_tail,12,4,0.30,exact,3.469697,3.242424,4.000000,2.623000,0.000000
hot_tail,12,4,0.30,beam,3.469697,3.242424,4.000000,4.541375,0.000000
hot_tail,12,4,0.30,greedy,3.469697,3.242424,4.000000,0.134000,0.000000
hot_tail,12,4,0.30,balanced,3.830303,3.757576,4.000000,0.010500,0.360606
hot_tail,12,4,0.30,weighted,3.600000,3.000000,5.000000,0.015625,0.130303
hot_tail,16,2,0.00,exact,3.454545,3.454545,5.000000,0.696709,0.000000
hot_tail,16,2,0.00,beam,3.454545,3.454545,6.000000,2.185542,-0.000000
hot_tail,16,2,0.00,greedy,3.454545,3.454545,5.000000,0.189958,0.000000
hot_tail,16,2,0.00,balanced,4.000000,4.000000,4.000000,0.007208,0.545455
hot_tail,16,2,0.00,weighted,3.727273,3.727273,5.000000,0.010959,0.272727
hot_tail,16,2,0.15,exact,3.686364,3.454545,5.000000,0.702625,0.000000
hot_tail,16,2,0.15,beam,3.686364,3.454545,5.000000,2.183959,0.000000
hot_tail,16,2,0.15,greedy,3.686364,3.454545,5.000000,0.189833,0.000000
hot_tail,16,2,0.15,balanced,4.000000,4.000000,4.000000,0.007084,0.313636
hot_tail,16,2,0.15,weighted,3.918182,3.727273,5.000000,0.010833,0.231818
hot_tail,16,2,0.30,exact,3.918182,3.454545,5.000000,0.708666,0.000000
hot_tail,16,2,0.30,beam,3.918182,3.454545,5.000000,2.179083,0.000000
hot_tail,16,2,0.30,greedy,3.918182,3.454545,5.000000,0.189584,0.000000
hot_tail,16,2,0.30,balanced,4.000000,4.000000,4.000000,0.007208,0.081818
hot_tail,16,2,0.30,weighted,4.109091,3.727273,5.000000,0.010750,0.190909
hot_tail,16,3,0.00,exact,3.363636,3.363636,6.000000,2.495625,0.000000
hot_tail,16,3,0.00,beam,3.363636,3.363636,6.000000,4.691375,0.000000
hot_tail,16,3,0.00,greedy,3.454545,3.454545,5.000000,0.311875,0.090909
hot_tail,16,3,0.00,balanced,4.000000,4.000000,4.000000,0.009375,0.636364
hot_tail,16,3,0.00,weighted,3.727273,3.727273,6.000000,0.014334,0.363636
hot_tail,16,3,0.15,exact,3.686364,3.454545,5.000000,2.475292,0.000000
hot_tail,16,3,0.15,beam,3.686364,3.454545,5.000000,4.678292,0.000000
hot_tail,16,3,0.15,greedy,3.686364,3.454545,5.000000,0.311208,0.000000
hot_tail,16,3,0.15,balanced,4.000000,4.000000,4.000000,0.008958,0.313636
hot_tail,16,3,0.15,weighted,4.068182,3.727273,6.000000,0.014125,0.381818
hot_tail,16,3,0.30,exact,3.918182,3.454545,5.000000,2.511375,0.000000
hot_tail,16,3,0.30,beam,3.918182,3.454545,5.000000,4.668625,0.000000
hot_tail,16,3,0.30,greedy,3.918182,3.454545,5.000000,0.310625,0.000000
hot_tail,16,3,0.30,balanced,4.000000,4.000000,4.000000,0.008708,0.081818
hot_tail,16,3,0.30,weighted,4.409091,3.727273,6.000000,0.014167,0.490909
hot_tail,16,4,0.00,exact,3.363636,3.363636,5.000000,5.623750,0.000000
hot_tail,16,4,0.00,beam,3.363636,3.363636,6.000000,7.684084,-0.000000
hot_tail,16,4,0.00,greedy,3.454545,3.454545,5.000000,0.318584,0.090909
hot_tail,16,4,0.00,balanced,4.000000,4.000000,4.000000,0.011084,0.636364
hot_tail,16,4,0.00,weighted,3.727273,3.727273,6.000000,0.017208,0.363636
hot_tail,16,4,0.15,exact,3.609091,3.363636,5.000000,5.688500,0.000000
