distribution,n,budget,eta,solver,objective,average_cost,max_cost,time_ms,quality_gap_vs_exact
hot_middle,64,4,0.30,weighted,6.531148,5.901639,8.000000,0.032375,
hot_middle,64,6,0.00,beam,5.344262,5.344262,8.000000,93.437625,
hot_middle,64,6,0.00,greedy,6.000000,6.000000,6.000000,0.588417,
hot_middle,64,6,0.00,balanced,6.000000,6.000000,6.000000,0.018667,
hot_middle,64,6,0.00,weighted,5.786885,5.786885,8.000000,0.040708,
hot_middle,64,6,0.15,beam,5.655328,5.418033,7.000000,94.636375,
hot_middle,64,6,0.15,greedy,6.000000,6.000000,6.000000,0.589917,
hot_middle,64,6,0.15,balanced,6.000000,6.000000,6.000000,0.018250,
hot_middle,64,6,0.15,weighted,6.118852,5.786885,8.000000,0.039667,
hot_middle,64,6,0.30,beam,5.892623,5.418033,7.000000,95.643375,
hot_middle,64,6,0.30,greedy,6.000000,6.000000,6.000000,0.590667,
hot_middle,64,6,0.30,balanced,6.000000,6.000000,6.000000,0.018750,
hot_middle,64,6,0.30,weighted,6.450820,5.786885,8.000000,0.040625,
hot_tail,32,3,0.00,beam,4.363636,4.363636,7.000000,12.240417,
hot_tail,32,3,0.00,greedy,4.454545,4.454545,6.000000,0.783208,
hot_tail,32,3,0.00,balanced,5.000000,5.000000,5.000000,0.009917,
hot_tail,32,3,0.00,weighted,4.636364,4.636364,7.000000,0.019625,
hot_tail,32,3,0.15,beam,4.686364,4.454545,6.000000,12.199541,
hot_tail,32,3,0.15,greedy,4.686364,4.454545,6.000000,0.798958,
hot_tail,32,3,0.15,balanced,5.000000,5.000000,5.000000,0.010125,
hot_tail,32,3,0.15,weighted,4.990909,4.636364,7.000000,0.019833,
hot_tail,32,3,0.30,beam,4.918182,4.454545,6.000000,12.033333,
hot_tail,32,3,0.30,greedy,4.918182,4.454545,6.000000,0.786875,
hot_tail,32,3,0.30,balanced,5.000000,5.000000,5.000000,0.010416,
hot_tail,32,3,0.30,weighted,5.345455,4.636364,7.000000,0.019208,
hot_tail,32,4,0.00,beam,4.363636,4.363636,7.000000,19.294667,
hot_tail,32,4,0.00,greedy,4.454545,4.454545,6.000000,0.788750,
hot_tail,32,4,0.00,balanced,5.000000,5.000000,5.000000,0.012291,
hot_tail,32,4,0.00,weighted,4.545455,4.545455,7.000000,0.021875,
hot_tail,32,4,0.15,beam,4.686364,4.454545,6.000000,19.507959,
hot_tail,32,4,0.15,greedy,4.686364,4.454545,6.000000,0.785916,
hot_tail,32,4,0.15,balanced,5.000000,5.000000,5.000000,0.011958,
hot_tail,32,4,0.15,weighted,4.913636,4.545455,7.000000,0.021875,
hot_tail,32,4,0.30,beam,4.918182,4.454545,6.000000,19.496459,
hot_tail,32,4,0.30,greedy,4.918182,4.454545,6.000000,0.790958,
hot_tail,32,4,0.30,balanced,5.000000,5.000000,5.000000,0.012250,
hot_tail,32,4,0.30,weighted,5.281818,4.545455,7.000000,0.022750,
hot_tail,32,6,0.00,beam,4.363636,4.363636,7.000000,36.550500,
hot_tail,32,6,0.00,greedy,4.454545,4.454545,6.000000,0.800958,
hot_tail,32,6,0.00,balanced,5.000000,5.000000,5.000000,0.015917,
hot_tail,32,6,0.00,weighted,4.454545,4.454545,7.000000,0.029250,
hot_tail,32,6,0.15,beam,4.686364,4.454545,6.000000,43.650625,
hot_tail,32,6,0.15,greedy,4.686364,4.454545,6.000000,0.792000,
hot_tail,32,6,0.15,balanced,5.000000,5.000000,5.000000,0.016167,
hot_tail,32,6,0.15,weighted,4.836364,4.454545,7.000000,0.028750,
hot_tail,32,6,0.30,beam,4.918182,4.454545,6.000000,37.228042,
hot_tail,32,6,0.30,greedy,4.918182,4.454545,6.000000,0.787459,
hot_tail,32,6,0.30,balanced,5.000000,5.000000,5.000000,0.015625,
hot_tail,32,6,0.30,weighted,5.218182,4.454545,7.000000,0.029125,
hot_tail,48,3,0.00,beam,4.969697,4.969697,8.000000,21.863250,
hot_tail,48,3,0.00,greedy,5.242424,5.242424,6.000000,0.847958,
hot_tail,48,3,0.00,balanced,6.000000,6.000000,6.000000,0.011583,
hot_tail,48,3,0.00,weighted,5.287879,5.287879,8.000000,0.024583,
hot_tail,48,3,0.15,beam,5.300000,5.000000,7.000000,22.182042,
hot_tail,48,3,0.15,greedy,5.356061,5.242424,6.000000,0.827500,
hot_tail,48,3,0.15,balanced,6.000000,6.000000,6.000000,0.011250,
hot_tail,48,3,0.15,weighted,5.694697,5.287879,8.000000,0.024000,
hot_tail,48,3,0.30,beam,5.469697,5.242424,6.000000,21.019166,
hot_tail,48,3,0.30,greedy,5.469697,5.242424,6.000000,0.833750,
hot_tail,48,3,0.30,balanced,6.000000,6.000000,6.000000,0.011417,
hot_tail,48,3,0.30,weighted,6.101515,5.287879,8.000000,0.024792,
hot_tail,48,4,0.00,beam,4.909091,4.909091,8.000000,33.999291,
hot_tail,48,4,0.00,greedy,5.242424,5.242424,6.000000,0.822417,
hot_tail,48,4,0.00,balanced,6.000000,6.000000,6.000000,0.013042,
hot_tail,48,4,0.00,weighted,5.166667,5.166667,8.000000,0.026167,
hot_tail,48,4,0.15,beam,5.222727,4.909091,7.000000,33.107125,
hot_tail,48,4,0.15,greedy,5.356061,5.242424,6.000000,0.837458,
hot_tail,48,4,0.15,balanced,6.000000,6.000000,6.000000,0.012833,
hot_tail,48,4,0.15,weighted,5.591667,5.166667,8.000000,0.026541,
hot_tail,48,4,0.30,beam,5.406061,5.151515,6.000000,33.612083,
hot_tail,48,4,0.30,greedy,5.469697,5.242424,6.000000,0.841292,
hot_tail,48,4,0.30,balanced,6.000000,6.000000,6.000000,0.013250,
hot_tail,48,4,0.30,weighted,6.016667,5.166667,8.000000,0.026875,
hot_tail,48,6,0.00,beam,4.878788,4.878788,8.000000,63.962334,
hot_tail,48,6,0.00,greedy,5.242424,5.242424,6.000000,0.838292,
hot_tail,48,6,0.00,balanced,6.000000,6.000000,6.000000,0.016917,
hot_tail,48,6,0.00,weighted,5.166667,5.166667,8.000000,0.034584,
hot_tail,48,6,0.15,beam,5.222727,4.909091,7.000000,61.980791,
hot_tail,48,6,0.15,greedy,5.356061,5.242424,6.000000,0.842750,
hot_tail,48,6,0.15,balanced,6.000000,6.000000,6.000000,0.017125,
hot_tail,48,6,0.15,weighted,5.591667,5.166667,8.000000,0.034292,
hot_tail,48,6,0.30,beam,5.406061,5.151515,6.000000,61.808875,
hot_tail,48,6,0.30,greedy,5.469697,5.242424,6.000000,0.842625,
hot_tail,48,6,0.30,balanced,6.000000,6.000000,6.000000,0.017167,
hot_tail,48,6,0.30,weighted,6.016667,5.166667,8.000000,0.035333,
hot_tail,64,3,0.00,beam,5.363636,5.363636,8.000000,31.282292,
hot_tail,64,3,0.00,greedy,5.454545,5.454545,7.000000,2.256917,
hot_tail,64,3,0.00,balanced,6.000000,6.000000,6.000000,0.012333,
hot_tail,64,3,0.00,weighted,6.000000,6.000000,8.000000,0.029208,
hot_tail,64,3,0.15,beam,5.686364,5.454545,7.000000,31.274083,
hot_tail,64,3,0.15,greedy,5.686364,5.454545,7.000000,2.282125,
hot_tail,64,3,0.15,balanced,6.000000,6.000000,6.000000,0.012584,
hot_tail,64,3,0.15,weighted,6.300000,6.000000,8.000000,0.029500,
hot_tail,64,3,0.30,beam,5.918182,5.454545,7.000000,31.704500,
hot_tail,64,3,0.30,greedy,5.918182,5.454545,7.000000,2.289791,
hot_tail,64,3,0.30,balanced,6.000000,6.000000,6.000000,0.012542,
hot_tail,64,3,0.30,weighted,6.600000,6.000000,8.000000,0.028875,
hot_tail,64,4,0.00,beam,5.363636,5.363636,8.000000,49.490333,
hot_tail,64,4,0.00,greedy,5.454545,5.454545,7.000000,2.275166,
hot_tail,64,4,0.00,balanced,6.000000,6.000000,6.000000,0.014584,
hot_tail,64,4,0.00,weighted,5.863636,5.863636,8.000000,0.031958,
hot_tail,64,4,0.15,beam,5.686364,5.454545,7.000000,48.673750,
hot_tail,64,4,0.15,greedy,5.686364,5.454545,7.000000,2.263958,
hot_tail,64,4,0.15,balanced,6.000000,6.000000,6.000000,0.014250,
hot_tail,64,4,0.15,weighted,6.184091,5.863636,8.000000,0.031916,
hot_tail,64,4,0.30,beam,5.918182,5.454545,7.000000,49.358375,
hot_tail,64,4,0.30,greedy,5.918182,5.454545,7.000000,2.307583,
hot_tail,64,4,0.30,balanced,6.000000,6.000000,6.000000,0.014458,
hot_tail,64,4,0.30,weighted,6.504545,5.863636,8.000000,0.031584,
hot_tail,64,6,0.00,beam,5.363636,5.363636,8.000000,95.274208,
hot_tail,64,6,0.00,greedy,5.454545,5.454545,7.000000,2.264583,
hot_tail,64,6,0.00,balanced,6.000000,6.000000,6.000000,0.017959,
hot_tail,64,6,0.00,weighted,5.863636,5.863636,8.000000,0.040791,
hot_tail,64,6,0.15,beam,5.686364,5.454545,7.000000,91.854334,
hot_tail,64,6,0.15,greedy,5.686364,5.454545,7.000000,2.258500,
hot_tail,64,6,0.15,balanced,6.000000,6.000000,6.000000,0.018958,
hot_tail,64,6,0.15,weighted,6.184091,5.863636,8.000000,0.041209,
hot_tail,64,6,0.30,beam,5.918182,5.454545,7.000000,92.351209,
hot_tail,64,6,0.30,greedy,5.918182,5.454545,7.000000,2.297625,
hot_tail,64,6,0.30,balanced,6.000000,6.000000,6.000000,0.018125,
hot_tail,64,6,0.30,weighted,6.504545,5.863636,8.000000,0.040375,
