distribution,n,budget,eta,candidate_limit,exact_objective,restricted_objective,beam_objective,candidate_pruning_gap,beam_truncation_gap,total_gap,decomposition_residual
zipf,20,3,0.0,32,3.7260519742631595,3.7260519742631595,3.726051974263,0.0,-1.5942802633617248e-13,-1.5942802633617248e-13,0.0
zipf,20,3,0.15,4,3.9171441781236855,3.9880220137374076,3.988022013737,0.07087783561372207,-4.076738946423575e-13,0.0708778356133144,0.0
zipf,20,3,0.15,8,3.9171441781236855,3.9880220137374076,3.988022013737,0.07087783561372207,-4.076738946423575e-13,0.0708778356133144,0.0
zipf,20,3,0.15,16,3.9171441781236855,3.9171441781236855,3.917144178124,0.0,3.1441516057384433e-13,3.1441516057384433e-13,0.0
zipf,20,3,0.15,32,3.9171441781236855,3.9171441781236855,3.917144178124,0.0,3.1441516057384433e-13,3.1441516057384433e-13,0.0
zipf,20,3,0.3,4,4.108236381984211,4.166606364254336,4.166606364254,0.05836998227012469,-3.3573144264664734e-13,0.058369982269788956,0.0
zipf,20,3,0.3,8,4.108236381984211,4.166606364254336,4.166606364254,0.05836998227012469,-3.3573144264664734e-13,0.058369982269788956,0.0
zipf,20,3,0.3,16,4.108236381984211,4.108236381984211,4.108236381984,0.0,-2.113864638886298e-13,-2.113864638886298e-13,0.0
zipf,20,3,0.3,32,4.108236381984211,4.108236381984211,4.108236381984,0.0,-2.113864638886298e-13,-2.113864638886298e-13,0.0
zipf,20,4,0.0,4,3.7245312913932542,3.7245312913932542,3.724531291393,0.0,-2.540190280342358e-13,-2.540190280342358e-13,0.0
zipf,20,4,0.0,8,3.7245312913932542,3.729725349459619,3.72972534946,0.0051940580663649705,3.8058445284150366e-13,0.005194058066745555,0.0
zipf,20,4,0.0,16,3.7245312913932542,3.7245312913932542,3.724531291393,0.0,-2.540190280342358e-13,-2.540190280342358e-13,0.0
zipf,20,4,0.0,32,3.7245312913932542,3.7245312913932542,3.724531291393,0.0,-2.540190280342358e-13,-2.540190280342358e-13,0.0
zipf,20,4,0.15,4,3.9171441781236855,3.9762090411351205,3.976209041135,0.05906486301143499,-1.2034817586936697e-13,0.05906486301131464,0.0
zipf,20,4,0.15,8,3.9171441781236855,3.9762090411351205,3.976209041135,0.05906486301143499,-1.2034817586936697e-13,0.05906486301131464,0.0
zipf,20,4,0.15,16,3.9171441781236855,3.9171441781236855,3.917144178124,0.0,3.1441516057384433e-13,3.1441516057384433e-13,0.0
zipf,20,4,0.15,32,3.9171441781236855,3.9171441781236855,3.917144178124,0.0,3.1441516057384433e-13,3.1441516057384433e-13,0.0
zipf,20,4,0.3,4,4.108236381984211,4.156878033875982,4.156878033876,0.04864165189177072,1.7763568394002505e-14,0.048641651891788484,0.0
zipf,20,4,0.3,8,4.108236381984211,4.156878033875982,4.156878033876,0.04864165189177072,1.7763568394002505e-14,0.048641651891788484,0.0
zipf,20,4,0.3,16,4.108236381984211,4.108236381984211,4.108236381984,0.0,-2.113864638886298e-13,-2.113864638886298e-13,0.0
zipf,20,4,0.3,32,4.108236381984211,4.108236381984211,4.108236381984,0.0,-2.113864638886298e-13,-2.113864638886298e-13,0.0
hot_middle,12,2,0.0,4,3.5833333333333335,3.5833333333333335,3.583333333333,0.0,-3.33510996597397e-13,-3.33510996597397e-13,0.0
hot_middle,12,2,0.0,8,3.5833333333333335,3.5833333333333335,3.583333333333,0.0,-3.33510996597397e-13,-3.33510996597397e-13,0.0
hot_middle,12,2,0.0,16,3.5833333333333335,3.5833333333333335,3.583333333333,0.0,-3.33510996597397e-13,-3.33510996597397e-13,0.0
hot_middle,12,2,0.0,32,3.5833333333333335,3.5833333333333335,3.583333333333,0.0,-3.33510996597397e-13,-3.33510996597397e-13,0.0
hot_middle,12,2,0.15,4,3.6458333333333335,3.6458333333333335,3.645833333333,0.0,-3.33510996597397e-13,-3.33510996597397e-13,0.0
hot_middle,12,2,0.15,8,3.6458333333333335,3.6458333333333335,3.645833333333,0.0,-3.33510996597397e-13,-3.33510996597397e-13,0.0
