distribution,n,budget,eta,candidate_limit,exact_objective,restricted_objective,beam_objective,candidate_pruning_gap,beam_truncation_gap,total_gap,decomposition_residual
hot_middle,12,2,0.15,16,3.6458333333333335,3.6458333333333335,3.645833333333,0.0,-3.33510996597397e-13,-3.33510996597397e-13,0.0
hot_middle,12,2,0.15,32,3.6458333333333335,3.6458333333333335,3.645833333333,0.0,-3.33510996597397e-13,-3.33510996597397e-13,0.0
hot_middle,12,2,0.3,4,3.708333333333333,3.708333333333333,3.708333333333,0.0,-3.3306690738754696e-13,-3.3306690738754696e-13,0.0
hot_middle,12,2,0.3,8,3.708333333333333,3.708333333333333,3.708333333333,0.0,-3.3306690738754696e-13,-3.3306690738754696e-13,0.0
hot_middle,12,2,0.3,16,3.708333333333333,3.708333333333333,3.708333333333,0.0,-3.3306690738754696e-13,-3.3306690738754696e-13,0.0
hot_middle,12,2,0.3,32,3.708333333333333,3.708333333333333,3.708333333333,0.0,-3.3306690738754696e-13,-3.3306690738754696e-13,0.0
hot_middle,12,3,0.0,4,3.1666666666666665,3.4583333333333335,3.458333333333,0.29166666666666696,-3.33510996597397e-13,0.29166666666633345,0.0
hot_middle,12,3,0.0,8,3.1666666666666665,3.1666666666666665,3.166666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,3,0.0,16,3.1666666666666665,3.1666666666666665,3.166666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,3,0.0,32,3.1666666666666665,3.1666666666666665,3.166666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,3,0.15,4,3.2916666666666665,3.6104166666666666,3.610416666667,0.3187500000000001,3.33510996597397e-13,0.3187500000003336,0.0
hot_middle,12,3,0.15,8,3.2916666666666665,3.2916666666666665,3.291666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,3,0.15,16,3.2916666666666665,3.2916666666666665,3.291666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,3,0.15,32,3.2916666666666665,3.2916666666666665,3.291666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,3,0.3,4,3.416666666666666,3.6791666666666663,3.679166666667,0.2625000000000002,3.339550858072471e-13,0.26250000000033413,0.0
hot_middle,12,3,0.3,8,3.416666666666666,3.416666666666666,3.416666666667,0.0,3.339550858072471e-13,3.339550858072471e-13,0.0
hot_middle,12,3,0.3,16,3.416666666666666,3.416666666666666,3.416666666667,0.0,3.339550858072471e-13,3.339550858072471e-13,0.0
hot_middle,12,3,0.3,32,3.416666666666666,3.416666666666666,3.416666666667,0.0,3.339550858072471e-13,3.339550858072471e-13,0.0
hot_middle,12,4,0.0,4,3.0416666666666665,3.0416666666666665,3.041666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,4,0.0,8,3.0416666666666665,3.0416666666666665,3.041666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,4,0.0,16,3.0416666666666665,3.0416666666666665,3.041666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,4,0.0,32,3.0416666666666665,3.0416666666666665,3.041666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,4,0.15,4,3.2916666666666665,3.3354166666666663,3.335416666667,0.043749999999999734,3.339550858072471e-13,0.04375000000033369,0.0
hot_middle,12,4,0.15,8,3.2916666666666665,3.2916666666666665,3.291666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,4,0.15,16,3.2916666666666665,3.2916666666666665,3.291666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,4,0.15,32,3.2916666666666665,3.2916666666666665,3.291666666667,0.0,3.33510996597397e-13,3.33510996597397e-13,0.0
hot_middle,12,4,0.3,4,3.416666666666666,3.5625,3.5625,0.14583333333333393,0.0,0.14583333333333393,0.0
hot_middle,12,4,0.3,8,3.416666666666666,3.416666666666666,3.416666666667,0.0,3.339550858072471e-13,3.339550858072471e-13,0.0
hot_middle,12,4,0.3,16,3.416666666666666,3.416666666666666,3.416666666667,0.0,3.339550858072471e-13,3.339550858072471e-13,0.0
hot_middle,12,4,0.3,32,3.416666666666666,3.416666666666666,3.416666666667,0.0,3.339550858072471e-13,3.339550858072471e-13,0.0
hot_middle,16,2,0.0,4,3.730769230769231,3.730769230769231,3.730769230769,0.0,-2.3092638912203256e-13,-2.3092638912203256e-13,0.0
hot_middle,16,2,0.0,8,3.730769230769231,3.730769230769231,3.730769230769,0.0,-2.3092638912203256e-13,-2.3092638912203256e-13,0.0
hot_middle,16,2,0.0,16,3.730769230769231,3.730769230769231,3.730769230769,0.0,-2.3092638912203256e-13,-2.3092638912203256e-13,0.0
hot_middle,16,2,0.0,32,3.730769230769231,3.730769230769231,3.730769230769,0.0,-2.3092638912203256e-13,-2.3092638912203256e-13,0.0
hot_middle,16,2,0.15,4,3.921153846153846,3.921153846153846,3.921153846154,0.0,1.5409895581797173e-13,1.5409895581797173e-13,0.0
hot_middle,16,2,0.15,8,3.921153846153846,3.921153846153846,3.921153846154,0.0,1.5409895581797173e-13,1.5409895581797173e-13,0.0
hot_middle,16,2,0.15,16,3.921153846153846,3.921153846153846,3.921153846154,0.0,1.5409895581797173e-13,1.5409895581797173e-13,0.0
hot_middle,16,2,0.15,32,3.921153846153846,3.921153846153846,3.921153846154,0.0,1.5409895581797173e-13,1.5409895581797173e-13,0.0
hot_middle,16,2,0.3,4,4.0,4.0,4.0,0.0,0.0,0.0,0.0
hot_middle,16,2,0.3,8,4.0,4.0,4.0,0.0,0.0,0.0,0.0
hot_middle,16,2,0.3,16,4.0,4.0,4.0,0.0,0.0,0.0,0.0
hot_middle,16,2,0.3,32,4.0,4.0,4.0,0.0,0.0,0.0,0.0
hot_middle,16,3,0.0,4,3.4615384615384617,3.653846153846154,3.653846153846,0.1923076923076925,-1.5409895581797173e-13,0.1923076923075384,0.0
hot_middle,16,3,0.0,8,3.4615384615384617,3.4615384615384617,3.461538461538,0.0,-4.618527782440651e-13,-4.618527782440651e-13,0.0
hot_middle,16,3,0.0,16,3.4615384615384617,3.4615384615384617,3.461538461538,0.0,-4.618527782440651e-13,-4.618527782440651e-13,0.0
hot_middle,16,3,0.0,32,3.4615384615384617,3.4615384615384617,3.461538461538,0.0,-4.618527782440651e-13,-4.618527782440651e-13,0.0
hot_middle,16,3,0.15,4,3.6923076923076925,3.855769230769231,3.855769230769,0.16346153846153832,-2.3092638912203256e-13,0.1634615384613074,0.0
hot_middle,16,3,0.15,8,3.6923076923076925,3.6923076923076925,3.692307692308,0.0,3.0730973321624333e-13,3.0730973321624333e-13,0.0
hot_middle,16,3,0.15,16,3.6923076923076925,3.6923076923076925,3.692307692308,0.0,3.0730973321624333e-13,3.0730973321624333e-13,0.0
hot_middle,16,3,0.15,32,3.6923076923076925,3.6923076923076925,3.692307692308,0.0,3.0730973321624333e-13,3.0730973321624333e-13,0.0
hot_middle,16,3,0.3,4,3.923076923076923,4.0,4.0,0.0769230769230771,0.0,0.0769230769230771,0.0
hot_middle,16,3,0.3,8,3.923076923076923,3.923076923076923,3.923076923077,0.0,7.72715225139109e-14,7.72715225139109e-14,0.0
hot_middle,16,3,0.3,16,3.923076923076923,3.923076923076923,3.923076923077,0.0,7.72715225139109e-14,7.72715225139109e-14,0.0
hot_middle,16,3,0.3,32,3.923076923076923,3.923076923076923,3.923076923077,0.0,7.72715225139109e-14,7.72715225139109e-14,0.0
hot_middle,16,4,0.0,4,3.384615384615385,3.384615384615385,3.384615384615,0.0,-3.850253449400043e-13,-3.850253449400043e-13,0.0
hot_middle,16,4,0.0,8,3.384615384615385,3.384615384615385,3.384615384615,0.0,-3.850253449400043e-13,-3.850253449400043e-13,0.0
hot_middle,16,4,0.0,16,3.384615384615385,3.384615384615385,3.384615384615,0.0,-3.850253449400043e-13,-3.850253449400043e-13,0.0
hot_middle,16,4,0.0,32,3.384615384615385,3.384615384615385,3.384615384615,0.0,-3.850253449400043e-13,-3.850253449400043e-13,0.0
hot_middle,16,4,0.15,4,3.659615384615385,3.7769230769230773,3.776923076923,0.11730769230769234,-7.72715225139109e-14,0.11730769230761506,0.0
hot_middle,16,4,0.15,8,3.659615384615385,3.659615384615385,3.659615384615,0.0,-3.850253449400043e-13,-3.850253449400043e-13,0.0
hot_middle,16,4,0.15,16,3.659615384615385,3.659615384615385,3.659615384615,0.0,-3.850253449400043e-13,-3.850253449400043e-13,0.0
hot_middle,16,4,0.15,32,3.659615384615385,3.659615384615385,3.659615384615,0.0,-3.850253449400043e-13,-3.850253449400043e-13,0.0
hot_middle,16,4,0.3,4,3.896153846153846,4.0,4.0,0.10384615384615392,0.0,0.10384615384615392,0.0
hot_middle,16,4,0.3,8,3.896153846153846,3.896153846153846,3.896153846154,0.0,1.5409895581797173e-13,1.5409895581797173e-13,0.0
hot_middle,16,4,0.3,16,3.896153846153846,3.896153846153846,3.896153846154,0.0,1.5409895581797173e-13,1.5409895581797173e-13,0.0
hot_middle,16,4,0.3,32,3.896153846153846,3.896153846153846,3.896153846154,0.0,1.5409895581797173e-13,1.5409895581797173e-13,0.0
hot_middle,20,2,0.0,4,4.22972972972973,4.22972972972973,4.22972972973,0.0,2.7000623958883807e-13,2.7000623958883807e-13,0.0
hot_middle,20,2,0.0,8,4.22972972972973,4.22972972972973,4.22972972973,0.0,2.7000623958883807e-13,2.7000623958883807e-13,0.0
hot_middle,20,2,0.0,16,4.22972972972973,4.22972972972973,4.22972972973,0.0,2.7000623958883807e-13,2.7000623958883807e-13,0.0
hot_middle,20,2,0.0,32,4.22972972972973,4.22972972972973,4.22972972973,0.0,2.7000623958883807e-13,2.7000623958883807e-13,0.0
hot_middle,20,2,0.15,4,4.34527027027027,4.34527027027027,4.34527027027,0.0,-2.7000623958883807e-13,-2.7000623958883807e-13,0.0
hot_middle,20,2,0.15,8,4.34527027027027,4.34527027027027,4.34527027027,0.0,-2.7000623958883807e-13,-2.7000623958883807e-13,0.0
hot_middle,20,2,0.15,16,4.34527027027027,4.34527027027027,4.34527027027,0.0,-2.7000623958883807e-13,-2.7000623958883807e-13,0.0
hot_middle,20,2,0.15,32,4.34527027027027,4.34527027027027,4.34527027027,0.0,-2.7000623958883807e-13,-2.7000623958883807e-13,0.0
hot_middle,20,2,0.3,4,4.460810810810811,4.460810810810811,4.460810810811,0.0,1.8918200339612667e-13,1.8918200339612667e-13,0.0
hot_middle,20,2,0.3,8,4.460810810810811,4.460810810810811,4.460810810811,0.0,1.8918200339612667e-13,1.8918200339612667e-13,0.0
hot_middle,20,2,0.3,16,4.460810810810811,4.460810810810811,4.460810810811,0.0,1.8918200339612667e-13,1.8918200339612667e-13,0.0
hot_middle,20,2,0.3,32,4.460810810810811,4.460810810810811,4.460810810811,0.0,1.8918200339612667e-13,1.8918200339612667e-13,0.0
hot_middle,20,3,0.0,4,3.9189189189189193,3.9189189189189193,3.918918918919,0.0,8.08242361927114e-14,8.08242361927114e-14,0.0
hot_middle,20,3,0.0,8,3.9189189189189193,3.9189189189189193,3.918918918919,0.0,8.08242361927114e-14,8.08242361927114e-14,0.0
hot_middle,20,3,0.0,16,3.9189189189189193,3.9189189189189193,3.918918918919,0.0,8.08242361927114e-14,8.08242361927114e-14,0.0
hot_middle,20,3,0.0,32,3.9189189189189193,3.9189189189189193,3.918918918919,0.0,8.08242361927114e-14,8.08242361927114e-14,0.0
hot_middle,20,3,0.15,4,4.081081081081081,4.081081081081081,4.081081081081,0.0,-8.08242361927114e-14,-8.08242361927114e-14,0.0
hot_middle,20,3,0.15,8,4.081081081081081,4.081081081081081,4.081081081081,0.0,-8.08242361927114e-14,-8.08242361927114e-14,0.0
hot_middle,20,3,0.15,16,4.081081081081081,4.081081081081081,4.081081081081,0.0,-8.08242361927114e-14,-8.08242361927114e-14,0.0
hot_middle,20,3,0.15,32,4.081081081081081,4.081081081081081,4.081081081081,0.0,-8.08242361927114e-14,-8.08242361927114e-14,0.0
hot_middle,20,3,0.3,4,4.243243243243244,4.243243243243244,4.243243243243,0.0,-2.4424906541753444e-13,-2.4424906541753444e-13,0.0
hot_middle,20,3,0.3,8,4.243243243243244,4.243243243243244,4.243243243243,0.0,-2.4424906541753444e-13,-2.4424906541753444e-13,0.0
hot_middle,20,3,0.3,16,4.243243243243244,4.243243243243244,4.243243243243,0.0,-2.4424906541753444e-13,-2.4424906541753444e-13,0.0
hot_middle,20,3,0.3,32,4.243243243243244,4.243243243243244,4.243243243243,0.0,-2.4424906541753444e-13,-2.4424906541753444e-13,0.0
hot_middle,20,4,0.0,4,3.7432432432432434,3.7432432432432434,3.743243243243,0.0,-2.433608869978343e-13,-2.433608869978343e-13,0.0
hot_middle,20,4,0.0,8,3.7432432432432434,3.7432432432432434,3.743243243243,0.0,-2.433608869978343e-13,-2.433608869978343e-13,0.0
hot_middle,20,4,0.0,16,3.7432432432432434,3.7432432432432434,3.743243243243,0.0,-2.433608869978343e-13,-2.433608869978343e-13,0.0
hot_middle,20,4,0.0,32,3.7432432432432434,3.7432432432432434,3.743243243243,0.0,-2.433608869978343e-13,-2.433608869978343e-13,0.0
hot_middle,20,4,0.15,4,4.081081081081081,4.081081081081081,4.081081081081,0.0,-8.08242361927114e-14,-8.08242361927114e-14,0.0
hot_middle,20,4,0.15,8,4.081081081081081,4.081081081081081,4.081081081081,0.0,-8.08242361927114e-14,-8.08242361927114e-14,0.0
hot_middle,20,4,0.15,16,4.081081081081081,4.081081081081081,4.081081081081,0.0,-8.08242361927114e-14,-8.08242361927114e-14,0.0
hot_middle,20,4,0.15,32,4.081081081081081,4.081081081081081,4.081081081081,0.0,-8.08242361927114e-14,-8.08242361927114e-14,0.0
hot_middle,20,4,0.3,4,4.243243243243244,4.243243243243244,4.243243243243,0.0,-2.4424906541753444e-13,-2.4424906541753444e-13,0.0
hot_middle,20,4,0.3,8,4.243243243243244,4.243243243243244,4.243243243243,0.0,-2.4424906541753444e-13,-2.4424906541753444e-13,0.0
hot_middle,20,4,0.3,16,4.243243243243244,4.243243243243244,4.243243243243,0.0,-2.4424906541753444e-13,-2.4424906541753444e-13,0.0
hot_middle,20,4,0.3,32,4.243243243243244,4.243243243243244,4.243243243243,0.0,-2.4424906541753444e-13,-2.4424906541753444e-13,0.0
hot_tail,12,2,0.0,4,3.0,3.090909090909091,3.090909090909,0.09090909090909083,-9.103828801926284e-14,0.09090909090899979,0.0
hot_tail,12,2,0.0,8,3.0,3.090909090909091,3.090909090909,0.09090909090909083,-9.103828801926284e-14,0.09090909090899979,0.0
hot_tail,12,2,0.0,16,3.0,3.0,3.0,0.0,0.0,0.0,0.0
hot_tail,12,2,0.0,32,3.0,3.0,3.0,0.0,0.0,0.0,0.0
hot_tail,12,2,0.15,4,3.3,3.5060606060606063,3.506060606061,0.2060606060606065,3.934630399271555e-13,0.20606060606099996,0.0
hot_tail,12,2,0.15,8,3.3,3.3560606060606064,3.356060606061,0.05606060606060659,3.934630399271555e-13,0.05606060606100005,0.0
hot_tail,12,2,0.15,16,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,2,0.15,32,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,2,0.3,4,3.4696969696969697,3.66060606060606,3.660606060606,0.19090909090909047,-6.039613253960852e-14,0.19090909090903008,0.0
hot_tail,12,2,0.3,8,3.4696969696969697,3.4696969696969697,3.469696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,2,0.3,16,3.4696969696969697,3.4696969696969697,3.469696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,2,0.3,32,3.4696969696969697,3.4696969696969697,3.469696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,3,0.0,4,2.9696969696969697,2.9696969696969697,2.969696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,3,0.0,8,2.9696969696969697,2.9696969696969697,2.969696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,3,0.0,16,2.9696969696969697,2.9696969696969697,2.969696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,3,0.0,32,2.9696969696969697,2.9696969696969697,2.969696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,3,0.15,4,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,3,0.15,8,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,3,0.15,16,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,3,0.15,32,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,3,0.3,4,3.4696969696969697,3.5999999999999996,3.6,0.13030303030302992,4.440892098500626e-16,0.13030303030303036,0.0
hot_tail,12,3,0.3,8,3.4696969696969697,3.4696969696969697,3.469696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,3,0.3,16,3.4696969696969697,3.4696969696969697,3.469696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,3,0.3,32,3.4696969696969697,3.4696969696969697,3.469696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,4,0.0,4,2.909090909090909,2.909090909090909,2.909090909091,0.0,9.103828801926284e-14,9.103828801926284e-14,0.0
hot_tail,12,4,0.0,8,2.909090909090909,2.909090909090909,2.909090909091,0.0,9.103828801926284e-14,9.103828801926284e-14,0.0
hot_tail,12,4,0.0,16,2.909090909090909,2.909090909090909,2.909090909091,0.0,9.103828801926284e-14,9.103828801926284e-14,0.0
hot_tail,12,4,0.0,32,2.909090909090909,2.909090909090909,2.909090909091,0.0,9.103828801926284e-14,9.103828801926284e-14,0.0
hot_tail,12,4,0.15,4,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,4,0.15,8,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,4,0.15,16,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,4,0.15,32,3.3,3.3,3.3,0.0,0.0,0.0,0.0
hot_tail,12,4,0.3,4,3.4696969696969697,3.5999999999999996,3.6,0.13030303030302992,4.440892098500626e-16,0.13030303030303036,0.0
hot_tail,12,4,0.3,8,3.4696969696969697,3.4696969696969697,3.469696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,4,0.3,16,3.4696969696969697,3.4696969696969697,3.469696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,12,4,0.3,32,3.4696969696969697,3.4696969696969697,3.469696969697,0.0,3.019806626980426e-14,3.019806626980426e-14,0.0
hot_tail,16,2,0.0,4,3.4545454545454546,3.6363636363636362,3.636363636364,0.18181818181818166,3.637090628672013e-13,0.18181818181854537,0.0
hot_tail,16,2,0.0,8,3.4545454545454546,3.6363636363636362,3.636363636364,0.18181818181818166,3.637090628672013e-13,0.18181818181854537,0.0
hot_tail,16,2,0.0,16,3.4545454545454546,3.4545454545454546,3.454545454545,0.0,-4.547473508864641e-13,-4.547473508864641e-13,0.0
hot_tail,16,2,0.0,32,3.4545454545454546,3.4545454545454546,3.454545454545,0.0,-4.547473508864641e-13,-4.547473508864641e-13,0.0
hot_tail,16,2,0.15,4,3.6863636363636365,3.9181818181818184,3.918181818182,0.23181818181818192,1.816324868286756e-13,0.23181818181836356,0.0
hot_tail,16,2,0.15,8,3.6863636363636365,3.9181818181818184,3.918181818182,0.23181818181818192,1.816324868286756e-13,0.23181818181836356,0.0
hot_tail,16,2,0.15,16,3.6863636363636365,3.6863636363636365,3.686363636364,0.0,3.637090628672013e-13,3.637090628672013e-13,0.0
hot_tail,16,2,0.15,32,3.6863636363636365,3.6863636363636365,3.686363636364,0.0,3.637090628672013e-13,3.637090628672013e-13,0.0
hot_tail,16,2,0.3,4,3.918181818181818,4.0,4.0,0.08181818181818201,0.0,0.08181818181818201,0.0
hot_tail,16,2,0.3,8,3.918181818181818,4.0,4.0,0.08181818181818201,0.0,0.08181818181818201,0.0
hot_tail,16,2,0.3,16,3.918181818181818,3.918181818181818,3.918181818182,0.0,1.8207657603852567e-13,1.8207657603852567e-13,0.0
hot_tail,16,2,0.3,32,3.918181818181818,3.918181818181818,3.918181818182,0.0,1.8207657603852567e-13,1.8207657603852567e-13,0.0
hot_tail,16,3,0.0,4,3.3636363636363633,3.454545454545454,3.454545454545,0.09090909090909083,-4.5430326167661406e-13,0.09090909090863653,0.0
hot_tail,16,3,0.0,8,3.3636363636363633,3.454545454545454,3.454545454545,0.09090909090909083,-4.5430326167661406e-13,0.09090909090863653,0.0
hot_tail,16,3,0.0,16,3.3636363636363633,3.3636363636363633,3.363636363636,0.0,-3.632649736573512e-13,-3.632649736573512e-13,0.0
hot_tail,16,3,0.0,32,3.3636363636363633,3.3636363636363633,3.363636363636,0.0,-3.632649736573512e-13,-3.632649736573512e-13,0.0
hot_tail,16,3,0.15,4,3.6863636363636365,3.7636363636363637,3.763636363636,0.07727272727272716,-3.637090628672013e-13,0.07727272727236345,0.0
hot_tail,16,3,0.15,8,3.6863636363636365,3.7636363636363637,3.763636363636,0.07727272727272716,-3.637090628672013e-13,0.07727272727236345,0.0
hot_tail,16,3,0.15,16,3.6863636363636365,3.6863636363636365,3.686363636364,0.0,3.637090628672013e-13,3.637090628672013e-13,0.0
hot_tail,16,3,0.15,32,3.6863636363636365,3.6863636363636365,3.686363636364,0.0,3.637090628672013e-13,3.637090628672013e-13,0.0
hot_tail,16,3,0.3,4,3.918181818181818,3.9818181818181815,3.981818181818,0.06363636363636349,-1.816324868286756e-13,0.06363636363618186,0.0
hot_tail,16,3,0.3,8,3.918181818181818,3.9818181818181815,3.981818181818,0.06363636363636349,-1.816324868286756e-13,0.06363636363618186,0.0
hot_tail,16,3,0.3,16,3.918181818181818,3.918181818181818,3.918181818182,0.0,1.8207657603852567e-13,1.8207657603852567e-13,0.0
hot_tail,16,3,0.3,32,3.918181818181818,3.918181818181818,3.918181818182,0.0,1.8207657603852567e-13,1.8207657603852567e-13,0.0
hot_tail,16,4,0.0,4,3.3636363636363638,3.3636363636363638,3.363636363636,0.0,-3.637090628672013e-13,-3.637090628672013e-13,0.0
hot_tail,16,4,0.0,8,3.3636363636363638,3.3636363636363638,3.363636363636,0.0,-3.637090628672013e-13,-3.637090628672013e-13,0.0
hot_tail,16,4,0.0,16,3.3636363636363638,3.3636363636363638,3.363636363636,0.0,-3.637090628672013e-13,-3.637090628672013e-13,0.0
hot_tail,16,4,0.0,32,3.3636363636363638,3.3636363636363638,3.363636363636,0.0,-3.637090628672013e-13,-3.637090628672013e-13,0.0
hot_tail,16,4,0.15,4,3.609090909090909,3.609090909090909,3.609090909091,0.0,9.103828801926284e-14,9.103828801926284e-14,0.0
hot_tail,16,4,0.15,8,3.609090909090909,3.609090909090909,3.609090909091,0.0,9.103828801926284e-14,9.103828801926284e-14,0.0
hot_tail,16,4,0.15,16,3.609090909090909,3.609090909090909,3.686363636364,0.0,0.07727272727309131,0.07727272727309131,0.0
hot_tail,16,4,0.15,32,3.609090909090909,3.609090909090909,3.686363636364,0.0,0.07727272727309131,0.07727272727309131,0.0
hot_tail,16,4,0.3,4,3.8545454545454545,3.8545454545454545,3.854545454545,0.0,-4.5430326167661406e-13,-4.5430326167661406e-13,0.0
hot_tail,16,4,0.3,8,3.8545454545454545,3.8545454545454545,3.854545454545,0.0,-4.5430326167661406e-13,-4.5430326167661406e-13,0.0
hot_tail,16,4,0.3,16,3.8545454545454545,3.8545454545454545,3.918181818182,0.0,0.06363636363654557,0.06363636363654557,0.0
hot_tail,16,4,0.3,32,3.8545454545454545,3.8545454545454545,3.918181818182,0.0,0.06363636363654557,0.06363636363654557,0.0
hot_tail,20,2,0.0,4,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,2,0.0,8,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,2,0.0,16,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,2,0.0,32,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,2,0.15,4,4.010909090909091,4.010909090909091,4.010909090909,0.0,-9.059419880941277e-14,-9.059419880941277e-14,0.0
hot_tail,20,2,0.15,8,4.010909090909091,4.010909090909091,4.010909090909,0.0,-9.059419880941277e-14,-9.059419880941277e-14,0.0
hot_tail,20,2,0.15,16,4.010909090909091,4.010909090909091,4.010909090909,0.0,-9.059419880941277e-14,-9.059419880941277e-14,0.0
hot_tail,20,2,0.15,32,4.010909090909091,4.010909090909091,4.010909090909,0.0,-9.059419880941277e-14,-9.059419880941277e-14,0.0
hot_tail,20,2,0.3,4,4.1854545454545455,4.1854545454545455,4.185454545455,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0
hot_tail,20,2,0.3,8,4.1854545454545455,4.1854545454545455,4.185454545455,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0
hot_tail,20,2,0.3,16,4.1854545454545455,4.1854545454545455,4.185454545455,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0
hot_tail,20,2,0.3,32,4.1854545454545455,4.1854545454545455,4.185454545455,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0
hot_tail,20,3,0.0,4,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,3,0.0,8,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,3,0.0,16,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,3,0.0,32,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,3,0.15,4,4.010909090909091,4.010909090909091,4.010909090909,0.0,-9.059419880941277e-14,-9.059419880941277e-14,0.0
hot_tail,20,3,0.15,8,4.010909090909091,4.010909090909091,4.010909090909,0.0,-9.059419880941277e-14,-9.059419880941277e-14,0.0
hot_tail,20,3,0.15,16,4.010909090909091,4.010909090909091,4.010909090909,0.0,-9.059419880941277e-14,-9.059419880941277e-14,0.0
hot_tail,20,3,0.15,32,4.010909090909091,4.010909090909091,4.010909090909,0.0,-9.059419880941277e-14,-9.059419880941277e-14,0.0
hot_tail,20,3,0.3,4,4.1854545454545455,4.1854545454545455,4.185454545455,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0
hot_tail,20,3,0.3,8,4.1854545454545455,4.1854545454545455,4.185454545455,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0
hot_tail,20,3,0.3,16,4.1854545454545455,4.1854545454545455,4.185454545455,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0
hot_tail,20,3,0.3,32,4.1854545454545455,4.1854545454545455,4.185454545455,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0
hot_tail,20,4,0.0,4,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,4,0.0,8,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
hot_tail,20,4,0.0,16,3.6727272727272724,3.6727272727272724,3.672727272727,0.0,-2.722266856380884e-13,-2.722266856380884e-13,0.0
