n,scenario,migration_cost_units,candidate,fixed_total_cost,ratio_to_tracking_wfa,memory_slots,height
64,mixed_read_heavy,8.0,certirange_point,994.000000000000,3.708955223881,191,6
64,mixed_read_heavy,8.0,certirange_range,994.000000000000,3.708955223881,191,6
64,mixed_read_heavy,32.0,sorted_array,1335.000000000000,3.467532467532,64,0
64,mixed_read_heavy,32.0,prefix_sum,503.000000000000,1.306493506494,129,1
64,mixed_read_heavy,32.0,fenwick,292.000000000000,0.758441558442,129,6
64,mixed_read_heavy,32.0,sqrt_decomposition,508.000000000000,1.319480519481,72,1
64,mixed_read_heavy,32.0,segment_tree,317.000000000000,0.823376623377,128,6
64,mixed_read_heavy,32.0,certirange_point,1018.000000000000,2.644155844156,191,6
64,mixed_read_heavy,32.0,certirange_range,1018.000000000000,2.644155844156,191,6
64,mixed_write_heavy,2.0,sorted_array,1085.000000000000,6.615853658537,64,0
64,mixed_write_heavy,2.0,prefix_sum,2169.000000000000,13.225609756098,129,1
64,mixed_write_heavy,2.0,fenwick,398.000000000000,2.426829268293,129,6
64,mixed_write_heavy,2.0,sqrt_decomposition,842.000000000000,5.134146341463,72,1
64,mixed_write_heavy,2.0,segment_tree,585.000000000000,3.567073170732,128,6
64,mixed_write_heavy,2.0,certirange_point,938.000000000000,5.719512195122,191,6
64,mixed_write_heavy,2.0,certirange_range,938.000000000000,5.719512195122,191,6
64,mixed_write_heavy,8.0,sorted_array,1085.000000000000,3.401253918495,64,0
64,mixed_write_heavy,8.0,prefix_sum,2175.000000000000,6.818181818182,129,1
64,mixed_write_heavy,8.0,fenwick,404.000000000000,1.266457680251,129,6
64,mixed_write_heavy,8.0,sqrt_decomposition,848.000000000000,2.658307210031,72,1
64,mixed_write_heavy,8.0,segment_tree,591.000000000000,1.852664576803,128,6
64,mixed_write_heavy,8.0,certirange_point,944.000000000000,2.959247648903,191,6
64,mixed_write_heavy,8.0,certirange_range,944.000000000000,2.959247648903,191,6
64,mixed_write_heavy,32.0,sorted_array,1085.000000000000,2.148514851485,64,0
64,mixed_write_heavy,32.0,prefix_sum,2199.000000000000,4.354455445545,129,1
64,mixed_write_heavy,32.0,fenwick,428.000000000000,0.847524752475,129,6
64,mixed_write_heavy,32.0,sqrt_decomposition,872.000000000000,1.726732673267,72,1
64,mixed_write_heavy,32.0,segment_tree,615.000000000000,1.217821782178,128,6
64,mixed_write_heavy,32.0,certirange_point,968.000000000000,1.916831683168,191,6
64,mixed_write_heavy,32.0,certirange_range,968.000000000000,1.916831683168,191,6
64,point_to_range,2.0,sorted_array,2283.000000000000,15.854166666667,64,0
64,point_to_range,2.0,prefix_sum,144.000000000000,1.000000000000,129,1
64,point_to_range,2.0,fenwick,336.000000000000,2.333333333333,129,6
64,point_to_range,2.0,sqrt_decomposition,626.000000000000,4.347222222222,72,1
64,point_to_range,2.0,segment_tree,332.000000000000,2.305555555556,128,6
64,point_to_range,2.0,certirange_point,1240.000000000000,8.611111111111,191,6
64,point_to_range,2.0,certirange_range,1240.000000000000,8.611111111111,191,6
64,point_to_range,8.0,sorted_array,2283.000000000000,15.220000000000,64,0
64,point_to_range,8.0,prefix_sum,150.000000000000,1.000000000000,129,1
64,point_to_range,8.0,fenwick,342.000000000000,2.280000000000,129,6
64,point_to_range,8.0,sqrt_decomposition,632.000000000000,4.213333333333,72,1
64,point_to_range,8.0,segment_tree,338.000000000000,2.253333333333,128,6
64,point_to_range,8.0,certirange_point,1246.000000000000,8.306666666667,191,6
64,point_to_range,8.0,certirange_range,1246.000000000000,8.306666666667,191,6
64,point_to_range,32.0,sorted_array,2283.000000000000,9.798283261803,64,0
64,point_to_range,32.0,prefix_sum,174.000000000000,0.746781115880,129,1
64,point_to_range,32.0,fenwick,366.000000000000,1.570815450644,129,6
64,point_to_range,32.0,sqrt_decomposition,656.000000000000,2.815450643777,72,1
64,point_to_range,32.0,segment_tree,362.000000000000,1.553648068670,128,6
64,point_to_range,32.0,certirange_point,1270.000000000000,5.450643776824,191,6
64,point_to_range,32.0,certirange_range,1270.000000000000,5.450643776824,191,6
64,range_to_update,2.0,sorted_array,2301.000000000000,15.868965517241,64,0
64,range_to_update,2.0,prefix_sum,1687.000000000000,11.634482758621,129,1
64,range_to_update,2.0,fenwick,476.000000000000,3.282758620690,129,6
64,range_to_update,2.0,sqrt_decomposition,1021.000000000000,7.041379310345,72,1
64,range_to_update,2.0,segment_tree,621.000000000000,4.282758620690,128,6
64,range_to_update,2.0,certirange_point,1236.000000000000,8.524137931034,191,6
64,range_to_update,2.0,certirange_range,1236.000000000000,8.524137931034,191,6
64,range_to_update,8.0,sorted_array,2301.000000000000,13.535294117647,64,0
64,range_to_update,8.0,prefix_sum,1693.000000000000,9.958823529412,129,1
64,range_to_update,8.0,fenwick,482.000000000000,2.835294117647,129,6
64,range_to_update,8.0,sqrt_decomposition,1027.000000000000,6.041176470588,72,1
64,range_to_update,8.0,segment_tree,627.000000000000,3.688235294118,128,6
64,range_to_update,8.0,certirange_point,1242.000000000000,7.305882352941,191,6
64,range_to_update,8.0,certirange_range,1242.000000000000,7.305882352941,191,6
64,range_to_update,32.0,sorted_array,2301.000000000000,8.188612099644,64,0
64,range_to_update,32.0,prefix_sum,1717.000000000000,6.110320284698,129,1
64,range_to_update,32.0,fenwick,506.000000000000,1.800711743772,129,6
64,range_to_update,32.0,sqrt_decomposition,1051.000000000000,3.740213523132,72,1
64,range_to_update,32.0,segment_tree,651.000000000000,2.316725978648,128,6
64,range_to_update,32.0,certirange_point,1266.000000000000,4.505338078292,191,6
64,range_to_update,32.0,certirange_range,1266.000000000000,4.505338078292,191,6
64,update_to_range,2.0,sorted_array,2283.000000000000,15.854166666667,64,0
64,update_to_range,2.0,prefix_sum,1752.000000000000,12.166666666667,129,1
64,update_to_range,2.0,fenwick,482.000000000000,3.347222222222,129,6
64,update_to_range,2.0,sqrt_decomposition,1010.000000000000,7.013888888889,72,1
64,update_to_range,2.0,segment_tree,620.000000000000,4.305555555556,128,6
64,update_to_range,2.0,certirange_point,1240.000000000000,8.611111111111,191,6
64,update_to_range,2.0,certirange_range,1240.000000000000,8.611111111111,191,6
64,update_to_range,8.0,sorted_array,2283.000000000000,15.220000000000,64,0
64,update_to_range,8.0,prefix_sum,1758.000000000000,11.720000000000,129,1
64,update_to_range,8.0,fenwick,488.000000000000,3.253333333333,129,6
64,update_to_range,8.0,sqrt_decomposition,1016.000000000000,6.773333333333,72,1
64,update_to_range,8.0,segment_tree,626.000000000000,4.173333333333,128,6
64,update_to_range,8.0,certirange_point,1246.000000000000,8.306666666667,191,6
64,update_to_range,8.0,certirange_range,1246.000000000000,8.306666666667,191,6
64,update_to_range,32.0,sorted_array,2283.000000000000,9.798283261803,64,0
64,update_to_range,32.0,prefix_sum,1782.000000000000,7.648068669528,129,1
64,update_to_range,32.0,fenwick,512.000000000000,2.197424892704,129,6
64,update_to_range,32.0,sqrt_decomposition,1040.000000000000,4.463519313305,72,1
64,update_to_range,32.0,segment_tree,650.000000000000,2.789699570815,128,6
64,update_to_range,32.0,certirange_point,1270.000000000000,5.450643776824,191,6
64,update_to_range,32.0,certirange_range,1270.000000000000,5.450643776824,191,6
64,three_phase,2.0,sorted_array,1532.000000000000,11.784615384615,64,0
64,three_phase,2.0,prefix_sum,1200.000000000000,9.230769230769,129,1
64,three_phase,2.0,fenwick,351.000000000000,2.700000000000,129,6
64,three_phase,2.0,sqrt_decomposition,705.000000000000,5.423076923077,72,1
64,three_phase,2.0,segment_tree,444.000000000000,3.415384615385,128,6
64,three_phase,2.0,certirange_point,1042.000000000000,8.015384615385,191,6
64,three_phase,2.0,certirange_range,1042.000000000000,8.015384615385,191,6
64,three_phase,8.0,sorted_array,1532.000000000000,10.788732394366,64,0
64,three_phase,8.0,prefix_sum,1206.000000000000,8.492957746479,129,1
64,three_phase,8.0,fenwick,357.000000000000,2.514084507042,129,6
64,three_phase,8.0,sqrt_decomposition,711.000000000000,5.007042253521,72,1
64,three_phase,8.0,segment_tree,450.000000000000,3.169014084507,128,6
64,three_phase,8.0,certirange_point,1048.000000000000,7.380281690141,191,6
64,three_phase,8.0,certirange_range,1048.000000000000,7.380281690141,191,6
64,three_phase,32.0,sorted_array,1532.000000000000,5.158249158249,64,0
64,three_phase,32.0,prefix_sum,1230.000000000000,4.141414141414,129,1
64,three_phase,32.0,fenwick,381.000000000000,1.282828282828,129,6
64,three_phase,32.0,sqrt_decomposition,735.000000000000,2.474747474747,72,1
64,three_phase,32.0,segment_tree,474.000000000000,1.595959595960,128,6
64,three_phase,32.0,certirange_point,1072.000000000000,3.609427609428,191,6
64,three_phase,32.0,certirange_range,1072.000000000000,3.609427609428,191,6
64,alternating_range_update,2.0,sorted_array,2349.000000000000,7.139817629179,64,0
64,alternating_range_update,2.0,prefix_sum,1727.000000000000,5.249240121581,129,1
64,alternating_range_update,2.0,fenwick,471.000000000000,1.431610942249,129,6
64,alternating_range_update,2.0,sqrt_decomposition,1006.000000000000,3.057750759878,72,1
64,alternating_range_update,2.0,segment_tree,600.000000000000,1.823708206687,128,6
64,alternating_range_update,2.0,certirange_point,1140.000000000000,3.465045592705,191,6
64,alternating_range_update,2.0,certirange_range,1140.000000000000,3.465045592705,191,6
64,alternating_range_update,8.0,sorted_array,2349.000000000000,4.843298969072,64,0
64,alternating_range_update,8.0,prefix_sum,1733.000000000000,3.573195876289,129,1
64,alternating_range_update,8.0,fenwick,477.000000000000,0.983505154639,129,6
64,alternating_range_update,8.0,sqrt_decomposition,1012.000000000000,2.086597938144,72,1
64,alternating_range_update,8.0,segment_tree,606.000000000000,1.249484536082,128,6
64,alternating_range_update,8.0,certirange_point,1146.000000000000,2.362886597938,191,6
64,alternating_range_update,8.0,certirange_range,1146.000000000000,2.362886597938,191,6
64,alternating_range_update,32.0,sorted_array,2349.000000000000,4.194642857143,64,0
64,alternating_range_update,32.0,prefix_sum,1757.000000000000,3.137500000000,129,1
64,alternating_range_update,32.0,fenwick,501.000000000000,0.894642857143,129,6
64,alternating_range_update,32.0,sqrt_decomposition,1036.000000000000,1.850000000000,72,1
64,alternating_range_update,32.0,segment_tree,630.000000000000,1.125000000000,128,6
64,alternating_range_update,32.0,certirange_point,1170.000000000000,2.089285714286,191,6
64,alternating_range_update,32.0,certirange_range,1170.000000000000,2.089285714286,191,6
64,short_bursts,2.0,sorted_array,2232.000000000000,14.307692307692,64,0
64,short_bursts,2.0,prefix_sum,948.000000000000,6.076923076923,129,1
64,short_bursts,2.0,fenwick,415.000000000000,2.660256410256,129,6
64,short_bursts,2.0,sqrt_decomposition,802.000000000000,5.141025641026,72,1
64,short_bursts,2.0,segment_tree,474.000000000000,3.038461538462,128,6
64,short_bursts,2.0,certirange_point,1250.000000000000,8.012820512821,191,6
64,short_bursts,2.0,certirange_range,1250.000000000000,8.012820512821,191,6
64,short_bursts,8.0,sorted_array,2232.000000000000,10.578199052133,64,0
64,short_bursts,8.0,prefix_sum,954.000000000000,4.521327014218,129,1
64,short_bursts,8.0,fenwick,421.000000000000,1.995260663507,129,6
64,short_bursts,8.0,sqrt_decomposition,808.000000000000,3.829383886256,72,1
64,short_bursts,8.0,segment_tree,480.000000000000,2.274881516588,128,6
64,short_bursts,8.0,certirange_point,1256.000000000000,5.952606635071,191,6
64,short_bursts,8.0,certirange_range,1256.000000000000,5.952606635071,191,6
64,short_bursts,32.0,sorted_array,2232.000000000000,2.948480845443,64,0
64,short_bursts,32.0,prefix_sum,978.000000000000,1.291941875826,129,1
64,short_bursts,32.0,fenwick,445.000000000000,0.587846763540,129,6
64,short_bursts,32.0,sqrt_decomposition,832.000000000000,1.099075297226,72,1
64,short_bursts,32.0,segment_tree,504.000000000000,0.665785997358,128,6
64,short_bursts,32.0,certirange_point,1280.000000000000,1.690885072655,191,6
64,short_bursts,32.0,certirange_range,1280.000000000000,1.690885072655,191,6
64,random_iid,2.0,sorted_array,1457.000000000000,7.177339901478,64,0
64,random_iid,2.0,prefix_sum,1160.000000000000,5.714285714286,129,1
64,random_iid,2.0,fenwick,345.000000000000,1.699507389163,129,6
64,random_iid,2.0,sqrt_decomposition,692.000000000000,3.408866995074,72,1
64,random_iid,2.0,segment_tree,438.000000000000,2.157635467980,128,6
64,random_iid,2.0,certirange_point,1050.000000000000,5.172413793103,191,6
64,random_iid,2.0,certirange_range,1050.000000000000,5.172413793103,191,6
64,random_iid,8.0,sorted_array,1457.000000000000,3.764857881137,64,0
64,random_iid,8.0,prefix_sum,1166.000000000000,3.012919896641,129,1
64,random_iid,8.0,fenwick,351.000000000000,0.906976744186,129,6
64,random_iid,8.0,sqrt_decomposition,698.000000000000,1.803617571059,72,1
64,random_iid,8.0,segment_tree,444.000000000000,1.147286821705,128,6
64,random_iid,8.0,certirange_point,1056.000000000000,2.728682170543,191,6
64,random_iid,8.0,certirange_range,1056.000000000000,2.728682170543,191,6
64,random_iid,32.0,sorted_array,1457.000000000000,3.606435643564,64,0
64,random_iid,32.0,prefix_sum,1190.000000000000,2.945544554455,129,1
64,random_iid,32.0,fenwick,375.000000000000,0.928217821782,129,6
64,random_iid,32.0,sqrt_decomposition,722.000000000000,1.787128712871,72,1
64,random_iid,32.0,segment_tree,468.000000000000,1.158415841584,128,6
64,random_iid,32.0,certirange_point,1080.000000000000,2.673267326733,191,6
64,random_iid,32.0,certirange_range,1080.000000000000,2.673267326733,191,6
64,markov_bursty,2.0,sorted_array,1735.000000000000,12.218309859155,64,0
64,markov_bursty,2.0,prefix_sum,874.000000000000,6.154929577465,129,1
64,markov_bursty,2.0,fenwick,346.000000000000,2.436619718310,129,6
64,markov_bursty,2.0,sqrt_decomposition,704.000000000000,4.957746478873,72,1
64,markov_bursty,2.0,segment_tree,422.000000000000,2.971830985915,128,6
64,markov_bursty,2.0,certirange_point,1098.000000000000,7.732394366197,191,6
64,markov_bursty,2.0,certirange_range,1098.000000000000,7.732394366197,191,6
64,markov_bursty,8.0,sorted_array,1735.000000000000,9.747191011236,64,0
64,markov_bursty,8.0,prefix_sum,880.000000000000,4.943820224719,129,1
64,markov_bursty,8.0,fenwick,352.000000000000,1.977528089888,129,6
64,markov_bursty,8.0,sqrt_decomposition,710.000000000000,3.988764044944,72,1
64,markov_bursty,8.0,segment_tree,428.000000000000,2.404494382022,128,6
64,markov_bursty,8.0,certirange_point,1104.000000000000,6.202247191011,191,6
64,markov_bursty,8.0,certirange_range,1104.000000000000,6.202247191011,191,6
64,markov_bursty,32.0,sorted_array,1735.000000000000,2.727987421384,64,0
64,markov_bursty,32.0,prefix_sum,904.000000000000,1.421383647799,129,1
64,markov_bursty,32.0,fenwick,376.000000000000,0.591194968553,129,6
64,markov_bursty,32.0,sqrt_decomposition,734.000000000000,1.154088050314,72,1
64,markov_bursty,32.0,segment_tree,452.000000000000,0.710691823899,128,6
64,markov_bursty,32.0,certirange_point,1128.000000000000,1.773584905660,191,6
64,markov_bursty,32.0,certirange_range,1128.000000000000,1.773584905660,191,6
64,varying_ranges,2.0,sorted_array,2381.000000000000,12.465968586387,64,0
64,varying_ranges,2.0,prefix_sum,191.000000000000,1.000000000000,129,1
64,varying_ranges,2.0,fenwick,566.000000000000,2.963350785340,129,6
64,varying_ranges,2.0,sqrt_decomposition,843.000000000000,4.413612565445,72,1
64,varying_ranges,2.0,segment_tree,431.000000000000,2.256544502618,128,6
64,varying_ranges,2.0,certirange_point,1828.000000000000,9.570680628272,191,6
64,varying_ranges,2.0,certirange_range,1828.000000000000,9.570680628272,191,6
64,varying_ranges,8.0,sorted_array,2381.000000000000,11.392344497608,64,0
64,varying_ranges,8.0,prefix_sum,197.000000000000,0.942583732057,129,1
64,varying_ranges,8.0,fenwick,572.000000000000,2.736842105263,129,6
64,varying_ranges,8.0,sqrt_decomposition,849.000000000000,4.062200956938,72,1
64,varying_ranges,8.0,segment_tree,437.000000000000,2.090909090909,128,6
64,varying_ranges,8.0,certirange_point,1834.000000000000,8.775119617225,191,6
64,varying_ranges,8.0,certirange_range,1834.000000000000,8.775119617225,191,6
64,varying_ranges,32.0,sorted_array,2381.000000000000,9.228682170543,64,0
64,varying_ranges,32.0,prefix_sum,221.000000000000,0.856589147287,129,1
64,varying_ranges,32.0,fenwick,596.000000000000,2.310077519380,129,6
64,varying_ranges,32.0,sqrt_decomposition,873.000000000000,3.383720930233,72,1
64,varying_ranges,32.0,segment_tree,461.000000000000,1.786821705426,128,6
64,varying_ranges,32.0,certirange_point,1858.000000000000,7.201550387597,191,6
64,varying_ranges,32.0,certirange_range,1858.000000000000,7.201550387597,191,6
128,stable_points,2.0,sorted_array,96.000000000000,1.000000000000,128,0
128,stable_points,2.0,prefix_sum,98.000000000000,1.020833333333,257,1
128,stable_points,2.0,fenwick,98.000000000000,1.020833333333,257,7
128,stable_points,2.0,sqrt_decomposition,98.000000000000,1.020833333333,139,1
128,stable_points,2.0,segment_tree,98.000000000000,1.020833333333,256,7
128,stable_points,2.0,certirange_point,770.000000000000,8.020833333333,383,7
128,stable_points,2.0,certirange_range,770.000000000000,8.020833333333,383,7
128,stable_points,8.0,sorted_array,96.000000000000,1.000000000000,128,0
128,stable_points,8.0,prefix_sum,104.000000000000,1.083333333333,257,1
128,stable_points,8.0,fenwick,104.000000000000,1.083333333333,257,7
128,stable_points,8.0,sqrt_decomposition,104.000000000000,1.083333333333,139,1
128,stable_points,8.0,segment_tree,104.000000000000,1.083333333333,256,7
128,stable_points,8.0,certirange_point,776.000000000000,8.083333333333,383,7
128,stable_points,8.0,certirange_range,776.000000000000,8.083333333333,383,7
128,stable_points,32.0,sorted_array,96.000000000000,1.000000000000,128,0
128,stable_points,32.0,prefix_sum,128.000000000000,1.333333333333,257,1
128,stable_points,32.0,fenwick,128.000000000000,1.333333333333,257,7
128,stable_points,32.0,sqrt_decomposition,128.000000000000,1.333333333333,139,1
128,stable_points,32.0,segment_tree,128.000000000000,1.333333333333,256,7
128,stable_points,32.0,certirange_point,800.000000000000,8.333333333333,383,7
128,stable_points,32.0,certirange_range,800.000000000000,8.333333333333,383,7
128,stable_ranges,2.0,sorted_array,8856.000000000000,46.366492146597,128,0
128,stable_ranges,2.0,prefix_sum,191.000000000000,1.000000000000,257,1
128,stable_ranges,2.0,fenwick,669.000000000000,3.502617801047,257,7
128,stable_ranges,2.0,sqrt_decomposition,1708.000000000000,8.942408376963,139,1
128,stable_ranges,2.0,segment_tree,669.000000000000,3.502617801047,256,7
128,stable_ranges,2.0,certirange_point,2196.000000000000,11.497382198953,383,7
128,stable_ranges,2.0,certirange_range,2196.000000000000,11.497382198953,383,7
128,stable_ranges,8.0,sorted_array,8856.000000000000,44.954314720812,128,0
128,stable_ranges,8.0,prefix_sum,197.000000000000,1.000000000000,257,1
128,stable_ranges,8.0,fenwick,675.000000000000,3.426395939086,257,7
128,stable_ranges,8.0,sqrt_decomposition,1714.000000000000,8.700507614213,139,1
128,stable_ranges,8.0,segment_tree,675.000000000000,3.426395939086,256,7
128,stable_ranges,8.0,certirange_point,2202.000000000000,11.177664974619,383,7
128,stable_ranges,8.0,certirange_range,2202.000000000000,11.177664974619,383,7
128,stable_ranges,32.0,sorted_array,8856.000000000000,40.072398190045,128,0
128,stable_ranges,32.0,prefix_sum,221.000000000000,1.000000000000,257,1
128,stable_ranges,32.0,fenwick,699.000000000000,3.162895927602,257,7
128,stable_ranges,32.0,sqrt_decomposition,1738.000000000000,7.864253393665,139,1
128,stable_ranges,32.0,segment_tree,699.000000000000,3.162895927602,256,7
128,stable_ranges,32.0,certirange_point,2226.000000000000,10.072398190045,383,7
128,stable_ranges,32.0,certirange_range,2226.000000000000,10.072398190045,383,7
128,stable_updates,2.0,sorted_array,96.000000000000,1.000000000000,128,0
128,stable_updates,2.0,prefix_sum,6386.000000000000,66.520833333333,257,1
128,stable_updates,2.0,fenwick,436.000000000000,4.541666666667,257,7
128,stable_updates,2.0,sqrt_decomposition,1226.000000000000,12.770833333333,139,1
128,stable_updates,2.0,segment_tree,770.000000000000,8.020833333333,256,7
128,stable_updates,2.0,certirange_point,770.000000000000,8.020833333333,383,7
128,stable_updates,2.0,certirange_range,770.000000000000,8.020833333333,383,7
128,stable_updates,8.0,sorted_array,96.000000000000,1.000000000000,128,0
128,stable_updates,8.0,prefix_sum,6392.000000000000,66.583333333333,257,1
128,stable_updates,8.0,fenwick,442.000000000000,4.604166666667,257,7
128,stable_updates,8.0,sqrt_decomposition,1232.000000000000,12.833333333333,139,1
128,stable_updates,8.0,segment_tree,776.000000000000,8.083333333333,256,7
128,stable_updates,8.0,certirange_point,776.000000000000,8.083333333333,383,7
128,stable_updates,8.0,certirange_range,776.000000000000,8.083333333333,383,7
128,stable_updates,32.0,sorted_array,96.000000000000,1.000000000000,128,0
128,stable_updates,32.0,prefix_sum,6416.000000000000,66.833333333333,257,1
128,stable_updates,32.0,fenwick,466.000000000000,4.854166666667,257,7
128,stable_updates,32.0,sqrt_decomposition,1256.000000000000,13.083333333333,139,1
128,stable_updates,32.0,segment_tree,800.000000000000,8.333333333333,256,7
128,stable_updates,32.0,certirange_point,800.000000000000,8.333333333333,383,7
128,stable_updates,32.0,certirange_range,800.000000000000,8.333333333333,383,7
128,mixed_read_heavy,2.0,sorted_array,2529.000000000000,15.905660377358,128,0
128,mixed_read_heavy,2.0,prefix_sum,665.000000000000,4.182389937107,257,1
128,mixed_read_heavy,2.0,fenwick,291.000000000000,1.830188679245,257,7
128,mixed_read_heavy,2.0,sqrt_decomposition,659.000000000000,4.144654088050,139,1
128,mixed_read_heavy,2.0,segment_tree,319.000000000000,2.006289308176,256,7
128,mixed_read_heavy,2.0,certirange_point,1153.000000000000,7.251572327044,383,7
128,mixed_read_heavy,2.0,certirange_range,1153.000000000000,7.251572327044,383,7
128,mixed_read_heavy,8.0,sorted_array,2529.000000000000,7.903125000000,128,0
128,mixed_read_heavy,8.0,prefix_sum,671.000000000000,2.096875000000,257,1
128,mixed_read_heavy,8.0,fenwick,297.000000000000,0.928125000000,257,7
128,mixed_read_heavy,8.0,sqrt_decomposition,665.000000000000,2.078125000000,139,1
128,mixed_read_heavy,8.0,segment_tree,325.000000000000,1.015625000000,256,7
128,mixed_read_heavy,8.0,certirange_point,1159.000000000000,3.621875000000,383,7
128,mixed_read_heavy,8.0,certirange_range,1159.000000000000,3.621875000000,383,7
128,mixed_read_heavy,32.0,sorted_array,2529.000000000000,7.460176991150,128,0
128,mixed_read_heavy,32.0,prefix_sum,695.000000000000,2.050147492625,257,1
128,mixed_read_heavy,32.0,fenwick,321.000000000000,0.946902654867,257,7
128,mixed_read_heavy,32.0,sqrt_decomposition,689.000000000000,2.032448377581,139,1
128,mixed_read_heavy,32.0,segment_tree,349.000000000000,1.029498525074,256,7
128,mixed_read_heavy,32.0,certirange_point,1183.000000000000,3.489675516224,383,7
128,mixed_read_heavy,32.0,certirange_range,1183.000000000000,3.489675516224,383,7
128,mixed_write_heavy,2.0,sorted_array,2214.000000000000,13.500000000000,128,0
128,mixed_write_heavy,2.0,prefix_sum,4153.000000000000,25.323170731707,257,1
128,mixed_write_heavy,2.0,fenwick,458.000000000000,2.792682926829,257,7
128,mixed_write_heavy,2.0,sqrt_decomposition,1229.000000000000,7.493902439024,139,1
128,mixed_write_heavy,2.0,segment_tree,678.000000000000,4.134146341463,256,7
128,mixed_write_heavy,2.0,certirange_point,1100.000000000000,6.707317073171,383,7
128,mixed_write_heavy,2.0,certirange_range,1100.000000000000,6.707317073171,383,7
128,mixed_write_heavy,8.0,sorted_array,2214.000000000000,7.073482428115,128,0
128,mixed_write_heavy,8.0,prefix_sum,4159.000000000000,13.287539936102,257,1
128,mixed_write_heavy,8.0,fenwick,464.000000000000,1.482428115016,257,7
128,mixed_write_heavy,8.0,sqrt_decomposition,1235.000000000000,3.945686900958,139,1
128,mixed_write_heavy,8.0,segment_tree,684.000000000000,2.185303514377,256,7
128,mixed_write_heavy,8.0,certirange_point,1106.000000000000,3.533546325879,383,7
128,mixed_write_heavy,8.0,certirange_range,1106.000000000000,3.533546325879,383,7
128,mixed_write_heavy,32.0,sorted_array,2214.000000000000,4.349705304519,128,0
128,mixed_write_heavy,32.0,prefix_sum,4183.000000000000,8.218074656189,257,1
128,mixed_write_heavy,32.0,fenwick,488.000000000000,0.958742632613,257,7
128,mixed_write_heavy,32.0,sqrt_decomposition,1259.000000000000,2.473477406680,139,1
128,mixed_write_heavy,32.0,segment_tree,708.000000000000,1.390962671906,256,7
128,mixed_write_heavy,32.0,certirange_point,1130.000000000000,2.220039292731,383,7
128,mixed_write_heavy,32.0,certirange_range,1130.000000000000,2.220039292731,383,7
128,point_to_range,2.0,sorted_array,4430.000000000000,30.551724137931,128,0
128,point_to_range,2.0,prefix_sum,145.000000000000,1.000000000000,257,1
128,point_to_range,2.0,fenwick,386.000000000000,2.662068965517,257,7
128,point_to_range,2.0,sqrt_decomposition,901.000000000000,6.213793103448,139,1
128,point_to_range,2.0,segment_tree,383.000000000000,2.641379310345,256,7
128,point_to_range,2.0,certirange_point,1488.000000000000,10.262068965517,383,7
128,point_to_range,2.0,certirange_range,1488.000000000000,10.262068965517,383,7
128,point_to_range,8.0,sorted_array,4430.000000000000,29.337748344371,128,0
128,point_to_range,8.0,prefix_sum,151.000000000000,1.000000000000,257,1
128,point_to_range,8.0,fenwick,392.000000000000,2.596026490066,257,7
128,point_to_range,8.0,sqrt_decomposition,907.000000000000,6.006622516556,139,1
128,point_to_range,8.0,segment_tree,389.000000000000,2.576158940397,256,7
128,point_to_range,8.0,certirange_point,1494.000000000000,9.894039735099,383,7
128,point_to_range,8.0,certirange_range,1494.000000000000,9.894039735099,383,7
128,point_to_range,32.0,sorted_array,4430.000000000000,25.314285714286,128,0
128,point_to_range,32.0,prefix_sum,175.000000000000,1.000000000000,257,1
128,point_to_range,32.0,fenwick,416.000000000000,2.377142857143,257,7
128,point_to_range,32.0,sqrt_decomposition,931.000000000000,5.320000000000,139,1
128,point_to_range,32.0,segment_tree,413.000000000000,2.360000000000,256,7
128,point_to_range,32.0,certirange_point,1518.000000000000,8.674285714286,383,7
128,point_to_range,32.0,certirange_range,1518.000000000000,8.674285714286,383,7
128,range_to_update,2.0,sorted_array,4522.000000000000,30.972602739726,128,0
128,range_to_update,2.0,prefix_sum,3096.000000000000,21.205479452055,257,1
128,range_to_update,2.0,fenwick,546.000000000000,3.739726027397,257,7
128,range_to_update,2.0,sqrt_decomposition,1469.000000000000,10.061643835616,139,1
128,range_to_update,2.0,segment_tree,720.000000000000,4.931506849315,256,7
128,range_to_update,2.0,certirange_point,1478.000000000000,10.123287671233,383,7
128,range_to_update,2.0,certirange_range,1478.000000000000,10.123287671233,383,7
128,range_to_update,8.0,sorted_array,4522.000000000000,28.620253164557,128,0
128,range_to_update,8.0,prefix_sum,3102.000000000000,19.632911392405,257,1
128,range_to_update,8.0,fenwick,552.000000000000,3.493670886076,257,7
128,range_to_update,8.0,sqrt_decomposition,1475.000000000000,9.335443037975,139,1
128,range_to_update,8.0,segment_tree,726.000000000000,4.594936708861,256,7
128,range_to_update,8.0,certirange_point,1484.000000000000,9.392405063291,383,7
128,range_to_update,8.0,certirange_range,1484.000000000000,9.392405063291,383,7
128,range_to_update,32.0,sorted_array,4522.000000000000,21.951456310680,128,0
128,range_to_update,32.0,prefix_sum,3126.000000000000,15.174757281553,257,1
128,range_to_update,32.0,fenwick,576.000000000000,2.796116504854,257,7
128,range_to_update,32.0,sqrt_decomposition,1499.000000000000,7.276699029126,139,1
128,range_to_update,32.0,segment_tree,750.000000000000,3.640776699029,256,7
128,range_to_update,32.0,certirange_point,1508.000000000000,7.320388349515,383,7
128,range_to_update,32.0,certirange_range,1508.000000000000,7.320388349515,383,7
128,update_to_range,2.0,sorted_array,4430.000000000000,30.551724137931,128,0
