horizon,n,workload,implementation,operations,ns_per_operation,baseline_ns_per_operation,ratio_to_direct,checksum,baseline_checksum
50000,64,stable_points,fast_detached_data_plane,50000,5.67418,1.865,2.98556116765,1625000,1625000
50000,64,stable_ranges,frozen_fenwick_checked,50000,6.6675,3.74418,1.89538964473,101875000,101875000
50000,64,stable_ranges,frozen_fenwick_unchecked,50000,5.27666,3.8075,1.38585948785,101875000,101875000
50000,64,stable_ranges,static_fenwick_checked,50000,3.25332,3.79334,0.951299730544,101875000,101875000
50000,64,stable_ranges,static_fenwick_unchecked,50000,3.13166,2.94832,1.06218456613,101875000,101875000
50000,64,stable_ranges,fast_checked,50000,12.7425,2.87832,4.30380350877,101875000,101875000
50000,64,stable_ranges,fast_unchecked,50000,13.2725,3.115,4.19183216135,101875000,101875000
50000,64,stable_ranges,fast_detached_data_plane,50000,8.96668,3.39334,2.78855051365,101875000,101875000
50000,64,stable_updates,frozen_fenwick_checked,50000,9.05,9.49084,0.961026139818,0,0
50000,64,stable_updates,frozen_fenwick_unchecked,50000,11.02834,11.615,1.0861054339,0,0
50000,64,stable_updates,static_fenwick_checked,50000,8.985,9.03,1.01020721236,0,0
50000,64,stable_updates,static_fenwick_unchecked,50000,9.31916,9.0825,0.996258349226,0,0
50000,64,stable_updates,fast_checked,50000,18.02,9.40168,1.9465271491,0,0
50000,64,stable_updates,fast_unchecked,50000,16.87666,9.6,1.74519113094,0,0
50000,64,stable_updates,fast_detached_data_plane,50000,10.8925,11.7225,1.10616123512,0,0
50000,64,range_to_update,frozen_fenwick_checked,50000,8.26334,7.30834,1.18066778372,50937552,50937552
50000,64,range_to_update,frozen_fenwick_unchecked,50000,7.01666,6.42582,1.20972469437,50937552,50937552
50000,64,range_to_update,static_fenwick_checked,50000,7.425,7.555,0.982792852416,50937552,50937552
50000,64,range_to_update,static_fenwick_unchecked,50000,7.455,7.5225,0.996881652564,50937552,50937552
50000,64,range_to_update,fast_checked,50000,18.98082,7.34582,2.54690290944,50937552,50937552
50000,64,range_to_update,fast_unchecked,50000,14.1725,6.65832,2.20125275825,50937552,50937552
50000,64,range_to_update,fast_detached_data_plane,50000,9.8175,6.99166,1.4041729718,50937552,50937552
50000,64,update_to_range,frozen_fenwick_checked,50000,8.5775,7.78834,1.17352746417,-17118700,-17118700
50000,64,update_to_range,frozen_fenwick_unchecked,50000,6.97082,5.7325,1.13315656345,-17118700,-17118700
50000,64,update_to_range,static_fenwick_checked,50000,8.37668,6.8825,1.02837266064,-17118700,-17118700
50000,64,update_to_range,static_fenwick_unchecked,50000,7.735,8.92582,0.904319881417,-17118700,-17118700
50000,64,update_to_range,fast_checked,50000,16.78832,6.39084,2.56896293363,-17118700,-17118700
50000,64,update_to_range,fast_unchecked,50000,16.0375,7.32,2.44030492004,-17118700,-17118700
50000,64,update_to_range,fast_detached_data_plane,50000,9.76918,5.95168,1.63528,-17118700,-17118700
50000,64,alternating,frozen_fenwick_checked,50000,6.38584,4.36666,1.43149226182,25168205,25168205
50000,64,alternating,frozen_fenwick_unchecked,50000,5.60918,4.71,1.24732859415,25168205,25168205
50000,64,alternating,static_fenwick_checked,50000,4.8025,5.3375,0.918072271244,25168205,25168205
50000,64,alternating,static_fenwick_unchecked,50000,4.335,4.3525,0.995979322229,25168205,25168205
50000,64,alternating,fast_checked,50000,15.87082,4.67,3.3077480837,25168205,25168205
50000,64,alternating,fast_unchecked,50000,14.6,4.6425,2.89576387841,25168205,25168205
50000,64,alternating,fast_detached_data_plane,50000,10.84584,5.1525,2.11882397296,25168205,25168205
50000,64,short_phases,frozen_fenwick_checked,50000,7.06,5.97332,1.17632839611,135324,135324
50000,64,short_phases,frozen_fenwick_unchecked,50000,6.42666,5.8725,1.09436526181,135324,135324
50000,64,short_phases,static_fenwick_checked,50000,5.98834,5.9775,0.995118360519,135324,135324
50000,64,short_phases,static_fenwick_unchecked,50000,6.36,6.46,0.947460494812,135324,135324
50000,64,short_phases,fast_checked,50000,15.79834,5.8525,2.70944495133,135324,135324
50000,64,short_phases,fast_unchecked,50000,14.62416,5.99332,2.3810343949,135324,135324
50000,64,short_phases,fast_detached_data_plane,50000,9.8125,5.83334,1.66202340287,135324,135324
50000,64,read_mostly,frozen_fenwick_checked,50000,5.27416,3.03916,1.73540057121,36688768,36688768
50000,64,read_mostly,frozen_fenwick_unchecked,50000,4.53084,3.17334,1.43163097199,36688768,36688768
50000,64,read_mostly,static_fenwick_checked,50000,4.33082,3.30832,1.18113487479,36688768,36688768
50000,64,read_mostly,static_fenwick_unchecked,50000,3.23834,3.2975,0.982059135709,36688768,36688768
50000,64,read_mostly,fast_checked,50000,14.78834,3.0175,4.98153850346,36688768,36688768
50000,64,read_mostly,fast_unchecked,50000,12.32,2.93084,4.22715023349,36688768,36688768
50000,64,read_mostly,fast_detached_data_plane,50000,8.64166,2.93416,2.94491097963,36688768,36688768
50000,256,stable_points,frozen_fenwick_checked,50000,2.66916,1.82834,1.46793146604,6425000,6425000
50000,256,stable_points,frozen_fenwick_unchecked,50000,2.19,1.9025,1.15379399142,6425000,6425000
50000,256,stable_points,static_fenwick_checked,50000,1.7775,1.85418,0.947337458602,6425000,6425000
50000,256,stable_points,static_fenwick_unchecked,50000,1.85666,1.84916,1.00755936071,6425000,6425000
50000,256,stable_points,fast_checked,50000,10.03918,1.65,5.63628650761,6425000,6425000
50000,256,stable_points,fast_unchecked,50000,9.55084,1.6275,6.05764083569,6425000,6425000
50000,256,stable_points,fast_detached_data_plane,50000,4.66416,1.60666,2.89264685746,6425000,6425000
50000,256,stable_ranges,frozen_fenwick_checked,50000,5.33084,3.94334,1.35186594038,1610676624,1610676624
50000,256,stable_ranges,frozen_fenwick_unchecked,50000,4.65334,3.69416,1.25258142665,1610676624,1610676624
50000,256,stable_ranges,static_fenwick_checked,50000,3.97666,3.755,1.04946947554,1610676624,1610676624
50000,256,stable_ranges,static_fenwick_unchecked,50000,3.73832,3.87832,0.959981099903,1610676624,1610676624
50000,256,stable_ranges,fast_checked,50000,11.59082,3.98416,2.97438902859,1610676624,1610676624
50000,256,stable_ranges,fast_unchecked,50000,10.15666,3.9825,2.63467185473,1610676624,1610676624
50000,256,stable_ranges,fast_detached_data_plane,50000,7.9675,3.9325,2.02585154438,1610676624,1610676624
50000,256,stable_updates,frozen_fenwick_checked,50000,7.8075,7.95916,0.978542126854,0,0
50000,256,stable_updates,frozen_fenwick_unchecked,50000,7.68582,7.9175,0.969208070618,0,0
50000,256,stable_updates,static_fenwick_checked,50000,7.39084,7.78916,0.946507710716,0,0
50000,256,stable_updates,static_fenwick_unchecked,50000,7.90334,8.58,1.00351955965,0,0
50000,256,stable_updates,fast_checked,50000,15.43668,7.88,1.96719202316,0,0
50000,256,stable_updates,fast_unchecked,50000,14.2,7.97166,1.78380659291,0,0
50000,256,stable_updates,fast_detached_data_plane,50000,10.02332,7.85,1.2722392283,0,0
50000,256,range_to_update,frozen_fenwick_checked,50000,6.46834,5.94666,1.092625,805337880,805337880
50000,256,range_to_update,frozen_fenwick_unchecked,50000,6.31332,5.96,1.04707631658,805337880,805337880
50000,256,range_to_update,static_fenwick_checked,50000,5.6275,5.79418,0.966341466812,805337880,805337880
50000,256,range_to_update,static_fenwick_unchecked,50000,5.89082,5.90418,0.989963844061,805337880,805337880
50000,256,range_to_update,fast_checked,50000,13.315,5.97,2.21986381823,805337880,805337880
50000,256,range_to_update,fast_unchecked,50000,12.7775,6.10334,1.95228631501,805337880,805337880
50000,256,range_to_update,fast_detached_data_plane,50000,9.0975,5.96584,1.51546045562,805337880,805337880
50000,256,update_to_range,frozen_fenwick_checked,50000,6.55,6.06,1.08380241905,-27523911,-27523911
50000,256,update_to_range,frozen_fenwick_unchecked,50000,7.22416,6.40666,1.13285744653,-27523911,-27523911
50000,256,update_to_range,static_fenwick_checked,50000,5.71418,5.85,0.976211965812,-27523911,-27523911
50000,256,update_to_range,static_fenwick_unchecked,50000,5.91082,5.8825,1.00014322251,-27523911,-27523911
50000,256,update_to_range,fast_checked,50000,13.27416,5.94418,2.17075189513,-27523911,-27523911
50000,256,update_to_range,fast_unchecked,50000,11.88918,5.89082,2.02549759112,-27523911,-27523911
50000,256,update_to_range,fast_detached_data_plane,50000,9.17,5.82168,1.55376600405,-27523911,-27523911
50000,256,alternating,frozen_fenwick_checked,50000,6.10082,4.01666,1.50474165637,402461877,402461877
50000,256,alternating,frozen_fenwick_unchecked,50000,5.58916,4.06084,1.36102987386,402461877,402461877
50000,256,alternating,static_fenwick_checked,50000,4.45916,4.00916,1.09727723513,402461877,402461877
50000,256,alternating,static_fenwick_unchecked,50000,4.00666,3.98166,1.0080491389,402461877,402461877
50000,256,alternating,fast_checked,50000,13.13834,4.10166,3.19342412584,402461877,402461877
50000,256,alternating,fast_unchecked,50000,11.50916,4.11832,2.83021223471,402461877,402461877
50000,256,alternating,fast_detached_data_plane,50000,8.61416,3.8875,2.21650418006,402461877,402461877
50000,256,short_phases,frozen_fenwick_checked,50000,6.41916,5.43084,1.15688210818,404114224,404114224
50000,256,short_phases,frozen_fenwick_unchecked,50000,6.05166,5.58,1.08274559059,404114224,404114224
50000,256,short_phases,static_fenwick_checked,50000,5.3525,5.3375,1.00249827447,404114224,404114224
50000,256,short_phases,static_fenwick_unchecked,50000,5.3825,5.40168,1.00906234534,404114224,404114224
50000,256,short_phases,fast_checked,50000,14.0475,5.79666,2.42337829026,404114224,404114224
50000,256,short_phases,fast_unchecked,50000,12.8625,5.43,2.35840725158,404114224,404114224
50000,256,short_phases,fast_detached_data_plane,50000,9.09416,5.51334,1.63222019363,404114224,404114224
50000,256,read_mostly,frozen_fenwick_checked,50000,5.32584,3.4125,1.52214738301,575047960,575047960
50000,256,read_mostly,frozen_fenwick_unchecked,50000,4.6625,3.42082,1.35225472255,575047960,575047960
50000,256,read_mostly,static_fenwick_checked,50000,3.58416,3.44332,1.03905676856,575047960,575047960
50000,256,read_mostly,static_fenwick_unchecked,50000,3.8575,3.70332,1.03547543054,575047960,575047960
50000,256,read_mostly,fast_checked,50000,13.24,4.22918,2.99980437345,575047960,575047960
50000,256,read_mostly,fast_unchecked,50000,10.89334,3.41832,3.21313251267,575047960,575047960
50000,256,read_mostly,fast_detached_data_plane,50000,7.63,3.35666,2.27036399278,575047960,575047960
50000,4096,stable_points,frozen_fenwick_checked,50000,2.2875,1.64,1.38059756098,102296488,102296488
50000,4096,stable_points,frozen_fenwick_unchecked,50000,2.04166,1.85,1.21047514022,102296488,102296488
50000,4096,stable_points,static_fenwick_checked,50000,1.52,1.605,0.939555766778,102296488,102296488
50000,4096,stable_points,static_fenwick_unchecked,50000,1.67418,1.64166,1.01194788274,102296488,102296488
50000,4096,stable_points,fast_checked,50000,9.0625,2.15916,4.5916745401,102296488,102296488
50000,4096,stable_points,fast_unchecked,50000,9.61666,1.64918,6.08010571172,102296488,102296488
50000,4096,stable_points,fast_detached_data_plane,50000,7.38082,1.58834,4.63712555287,102296488,102296488
50000,4096,stable_ranges,frozen_fenwick_checked,50000,7.31666,5.685,1.30402221414,410801953648,410801953648
50000,4096,stable_ranges,frozen_fenwick_unchecked,50000,6.56168,5.53418,1.17855362327,410801953648,410801953648
50000,4096,stable_ranges,static_fenwick_checked,50000,5.77334,5.70084,1.01139039157,410801953648,410801953648
50000,4096,stable_ranges,static_fenwick_unchecked,50000,5.785,5.70582,0.996271353835,410801953648,410801953648
50000,4096,stable_ranges,fast_checked,50000,14.825,5.51334,2.64310270891,410801953648,410801953648
50000,4096,stable_ranges,fast_unchecked,50000,13.38832,5.53916,2.46462580055,410801953648,410801953648
50000,4096,stable_ranges,fast_detached_data_plane,50000,10.27,5.47082,1.85670110701,410801953648,410801953648
50000,4096,stable_updates,frozen_fenwick_checked,50000,9.665,8.97916,1.08442146233,0,0
50000,4096,stable_updates,frozen_fenwick_unchecked,50000,9.76084,9.07832,1.10171662823,0,0
50000,4096,stable_updates,static_fenwick_checked,50000,8.68916,8.56834,0.966522213532,0,0
50000,4096,stable_updates,static_fenwick_unchecked,50000,8.77416,8.5925,0.999709048589,0,0
50000,4096,stable_updates,fast_checked,50000,22.46166,10.11332,2.12787821199,0,0
50000,4096,stable_updates,fast_unchecked,50000,21.79666,10.74584,2.00444964871,0,0
50000,4096,stable_updates,fast_detached_data_plane,50000,16.37666,10.46082,1.57397173309,0,0
50000,4096,range_to_update,frozen_fenwick_checked,50000,11.13166,8.71916,1.20653476263,205401797656,205401797656
50000,4096,range_to_update,frozen_fenwick_unchecked,50000,13.90418,11.38,1.12437476099,205401797656,205401797656
50000,4096,range_to_update,static_fenwick_checked,50000,11.70168,10.95666,1.20316970493,205401797656,205401797656
50000,4096,range_to_update,static_fenwick_unchecked,50000,9.99166,12.0575,1.08634175692,205401797656,205401797656
50000,4096,range_to_update,fast_checked,50000,37.56084,10.65,3.63153239437,205401797656,205401797656
50000,4096,range_to_update,fast_unchecked,50000,31.01916,8.95666,3.50949349423,205401797656,205401797656
50000,4096,range_to_update,fast_detached_data_plane,50000,15.675,11.32416,1.57221664995,205401797656,205401797656
50000,4096,update_to_range,frozen_fenwick_checked,50000,14.97834,13.16334,1.13095652209,-42436664,-42436664
50000,4096,update_to_range,frozen_fenwick_unchecked,50000,13.7625,10.875,1.22559460707,-42436664,-42436664
50000,4096,update_to_range,static_fenwick_checked,50000,10.0875,12.49082,1.01304912176,-42436664,-42436664
50000,4096,update_to_range,static_fenwick_unchecked,50000,9.98916,9.80832,0.960154236403,-42436664,-42436664
50000,4096,update_to_range,fast_checked,50000,25.81,9.34668,2.4679886334,-42436664,-42436664
50000,4096,update_to_range,fast_unchecked,50000,22.02666,8.855,2.46475305092,-42436664,-42436664
50000,4096,update_to_range,fast_detached_data_plane,50000,13.56332,8.80334,1.62703473909,-42436664,-42436664
50000,4096,alternating,frozen_fenwick_checked,50000,13.275,7.61166,1.57088859143,106986251467,106986251467
50000,4096,alternating,frozen_fenwick_unchecked,50000,11.4675,6.96668,1.2884014652,106986251467,106986251467
50000,4096,alternating,static_fenwick_checked,50000,8.95832,6.795,1.04553166421,106986251467,106986251467
50000,4096,alternating,static_fenwick_unchecked,50000,12.79832,8.385,1.52633512224,106986251467,106986251467
50000,4096,alternating,fast_checked,50000,20.955,7.45084,2.86312911159,106986251467,106986251467
50000,4096,alternating,fast_unchecked,50000,27.84334,8.9225,2.4597369764,106986251467,106986251467
50000,4096,alternating,fast_detached_data_plane,50000,14.0125,10.69666,1.38822348583,106986251467,106986251467
50000,4096,short_phases,frozen_fenwick_checked,50000,10.26668,8.195,1.32319785605,107249708071,107249708071
50000,4096,short_phases,frozen_fenwick_unchecked,50000,12.31916,11.02082,1.24377019392,107249708071,107249708071
50000,4096,short_phases,static_fenwick_checked,50000,11.43416,9.0175,1.11181901274,107249708071,107249708071
50000,4096,short_phases,static_fenwick_unchecked,50000,8.4375,9.29416,1.00917441194,107249708071,107249708071
50000,4096,short_phases,fast_checked,50000,23.355,9.72918,2.60067163694,107249708071,107249708071
50000,4096,short_phases,fast_unchecked,50000,20.82582,8.86166,2.44752515818,107249708071,107249708071
50000,4096,short_phases,fast_detached_data_plane,50000,17.07832,10.62834,1.51958399305,107249708071,107249708071
50000,4096,read_mostly,frozen_fenwick_checked,50000,19.21,8.83416,1.9530289676,173422018724,173422018724
50000,4096,read_mostly,frozen_fenwick_unchecked,50000,10.65,6.31582,1.43347327393,173422018724,173422018724
50000,4096,read_mostly,static_fenwick_checked,50000,10.685,6.97,1.23181956524,173422018724,173422018724
50000,4096,read_mostly,static_fenwick_unchecked,50000,11.18834,8.4525,1.20791794872,173422018724,173422018724
50000,4096,read_mostly,fast_checked,50000,24.925,9.05666,2.6338281683,173422018724,173422018724
50000,4096,read_mostly,fast_unchecked,50000,19.52668,10.1675,1.85380108076,173422018724,173422018724
50000,4096,read_mostly,fast_detached_data_plane,50000,18.5875,8.105,2.03393128573,173422018724,173422018724
